("port 1","TE",1,"port 1",1,"modulation")
(1,7)
298.00 460.50 623.00 785.50 948.00 1110.50 1273.00
(1000,15)
1.920615e+14	2.177281e-02	1.896550e+00	2.135303e-03	3.014441e+00	5.524579e-03	2.662382e+00	6.606648e-03	8.413881e-01	4.386177e-03	6.934548e-01	4.492157e-03	2.218936e+00	3.516028e-03	2.276452e+00
1.920588e+14	2.291102e-02	1.451447e+00	8.867801e-03	2.568779e+00	9.518154e-03	2.216218e+00	3.363208e-03	3.945522e-01	1.613418e-03	2.458268e-01	5.482661e-03	1.770419e+00	4.423049e-03	1.826916e+00
1.920560e+14	1.957217e-02	1.006332e+00	1.391569e-02	2.123177e+00	1.166663e-02	1.770092e+00	5.566882e-04	3.089339e+00	1.487486e-03	2.939821e+00	5.389997e-03	1.321918e+00	4.452381e-03	1.377395e+00
1.920533e+14	1.235651e-02	5.611393e-01	1.627636e-02	1.677632e+00	1.153771e-02	1.323989e+00	4.384667e-03	2.642501e+00	4.305659e-03	2.492217e+00	4.229549e-03	8.734257e-01	3.596242e-03	9.278841e-01
1.920506e+14	2.631152e-03	1.158621e-01	1.546591e-02	1.232110e+00	9.143181e-03	8.778851e-01	7.367096e-03	2.195708e+00	6.283999e-03	2.044639e+00	2.228179e-03	4.249385e-01	2.022916e-03	4.783804e-01
1.920479e+14	7.725911e-03	2.812173e+00	1.161695e-02	7.865691e-01	4.939275e-03	4.317670e-01	8.913556e-03	1.748942e+00	7.029305e-03	1.597082e+00	2.200916e-04	3.118118e+00	4.368403e-05	2.860692e-02
1.920452e+14	1.668965e-02	2.366958e+00	5.458030e-03	3.409885e-01	2.597716e-04	3.127285e+00	8.713549e-03	1.302193e+00	6.390302e-03	1.149538e+00	2.631640e-03	2.669602e+00	1.948755e-03	2.721016e+00
1.920425e+14	2.248689e-02	1.921859e+00	1.822817e-03	3.036990e+00	5.439185e-03	2.681128e+00	6.798571e-03	8.554493e-01	4.488223e-03	7.019985e-01	4.528818e-03	2.221154e+00	3.558223e-03	2.271549e+00
1.920398e+14	2.394640e-02	1.476841e+00	8.806937e-03	2.591408e+00	9.582051e-03	2.235049e+00	3.537444e-03	4.087014e-01	1.693873e-03	2.544589e-01	5.534581e-03	1.772726e+00	4.463850e-03	1.822102e+00
1.920371e+14	2.073107e-02	1.031816e+00	1.412247e-02	2.145888e+00	1.186927e-02	1.789010e+00	4.345005e-04	3.103581e+00	1.444576e-03	2.948541e+00	5.447371e-03	1.324313e+00	4.484022e-03	1.372669e+00
1.920344e+14	1.341208e-02	5.867069e-01	1.671436e-02	1.700428e+00	1.184116e-02	1.342995e+00	4.339124e-03	2.656825e+00	4.309135e-03	2.501025e+00	4.281432e-03	8.759097e-01	3.612748e-03	9.232472e-01
1.920317e+14	3.371495e-03	1.415041e-01	1.605265e-02	1.254994e+00	9.489244e-03	8.969798e-01	7.408079e-03	2.210118e+00	6.333770e-03	2.053535e+00	2.264563e-03	4.275108e-01	2.021225e-03	4.738320e-01
1.920290e+14	7.455036e-03	2.837880e+00	1.223933e-02	8.095414e-01	5.260567e-03	4.509493e-01	9.034117e-03	1.763439e+00	7.116255e-03	1.606066e+00	2.063436e-04	3.120782e+00	2.421378e-05	2.391537e-02
1.920263e+14	1.695252e-02	2.392730e+00	5.993969e-03	3.640463e-01	2.671186e-05	-3.136215e+00	8.891073e-03	1.316779e+00	6.497955e-03	1.158610e+00	2.643398e-03	2.672351e+00	1.982208e-03	2.716644e+00
1.920236e+14	2.324325e-02	1.947706e+00	1.480460e-03	3.060131e+00	5.341343e-03	2.700481e+00	6.999001e-03	8.701235e-01	4.595855e-03	7.111586e-01	4.564088e-03	2.223991e+00	3.599224e-03	2.267267e+00
1.920209e+14	2.505754e-02	1.502773e+00	8.728884e-03	2.614626e+00	9.640463e-03	2.254487e+00	3.721800e-03	4.234636e-01	1.780494e-03	2.637074e-01	5.586836e-03	1.775652e+00	4.504565e-03	1.817908e+00
1.920181e+14	2.198513e-02	1.057837e+00	1.432843e-02	2.169187e+00	1.207456e-02	1.808535e+00	3.025509e-04	3.118443e+00	1.396130e-03	2.957877e+00	5.506755e-03	1.327327e+00	4.516711e-03	1.368564e+00
1.920154e+14	1.456376e-02	6.128118e-01	1.716839e-02	1.723812e+00	1.215500e-02	1.362607e+00	4.286098e-03	2.671761e+00	4.308797e-03	2.510448e+00	4.336613e-03	8.790120e-01	3.631234e-03	9.192306e-01
1.920127e+14	4.189549e-03	1.676818e-01	1.666945e-02	1.278467e+00	9.851504e-03	9.166807e-01	7.445353e-03	2.225141e+00	6.382215e-03	2.063046e+00	2.304892e-03	4.307016e-01	2.022056e-03	4.699040e-01
