["port1","TOP"]
["port2","TOP"]
["port3","LEFT"]
["port4","RIGHT"]
("port1","mode 1",1,"port1",1,"transmission")
(23, 3)
1.8737028624999997e+14 7.3288114704707892e-03 -2.8216129231334239e+00
1.8799485387083331e+14 2.4299099329539251e-03 -4.0195276227364385e+00
1.8861942149166662e+14 1.6177855962718874e-03 -2.9156546816380353e+00
1.8924398911249997e+14 8.8388447572936256e-03 -2.9170455820083498e+00
1.8986855673333331e+14 6.8584244499580978e-03 -5.5403265255383005e-01
1.9049312435416662e+14 4.7362273306337573e-03 -1.7789003858742056e+00
1.9111769197499997e+14 1.4678383435691902e-02 6.1777155108079640e-01
1.9174225959583331e+14 4.1366991535911292e-03 1.5977007647588710e+00
1.9236682721666666e+14 2.1765583056179105e-02 1.6615782348919386e+00
1.9299139483749997e+14 1.6988590861663426e-02 3.1889678918828426e+00
1.9359660086208747e+14 9.2451670722694321e-03 2.8739319606517624e+00
1.9361596245833331e+14 9.6043783123270516e-03 2.8846503200123497e+00
1.9363532405457916e+14 9.9585757315607416e-03 2.8996627915105795e+00
1.9424053007916666e+14 1.0809728725575065e-02 4.1139574645781432e+00
1.9486509769999997e+14 1.4009784639797819e-03 2.1746823483219351e+00
1.9548966532083331e+14 8.5989597062532605e-03 3.1126062496595770e+00
1.9611423294166666e+14 1.1819892367289971e-02 4.2371994139753077e+00
1.9673880056250000e+14 3.3721959078828229e-03 5.1994525387767681e+00
1.9736336818333331e+14 5.7084660424097386e-03 4.6309941038748086e+00
1.9798793580416666e+14 1.1571195789016502e-03 3.9566023860714825e+00
1.9861250342500000e+14 7.2266141734376272e-03 4.5038514035608213e+00
1.9923707104583331e+14 7.2215425860171741e-03 5.0914837314076991e+00
1.9986163866666666e+14 3.9332588112894152e-03 6.1071934307507476e+00
("port1","mode 1",1,"port2",1,"transmission")
(23, 3)
1.8737028624999997e+14 8.3006088449610016e-01 -1.2151542581364507e+00
1.8799485387083331e+14 8.3760920363854341e-01 8.8601058076989070e-01
1.8861942149166662e+14 8.4479815331525643e-01 2.9865321667689102e+00
1.8924398911249997e+14 8.5161986539394086e-01 5.0864528946534291e+00
1.8986855673333331e+14 8.5814157730600227e-01 7.1857300277867280e+00
1.9049312435416662e+14 8.6436930664427813e-01 9.2843569306367684e+00
1.9111769197499997e+14 8.7030195559277257e-01 1.1382393140682684e+01
1.9174225959583331e+14 8.7582385104123395e-01 1.3479728244564594e+01
1.9236682721666666e+14 8.8109968517999127e-01 1.5576263493390485e+01
1.9299139483749997e+14 8.8626441037579240e-01 1.7672005872917673e+01
1.9359660086208747e+14 8.9117085077035485e-01 1.9702220615990601e+01
1.9361596245833331e+14 8.9132350123531812e-01 1.9767162020875826e+01
