["port1","TOP"]
["port2","TOP"]
["port3","LEFT"]
["port4","RIGHT"]
("port1","mode 1",1,"port1",1,"transmission")
(23, 3)
1.8737028624999997e+14 4.4447355068294968e-03 3.1283091965563603e+00
1.8799485387083331e+14 2.8587139578360532e-03 3.0441523289232464e+00
1.8861942149166662e+14 3.5565025884719344e-03 3.0822007450143882e+00
1.8924398911249997e+14 3.6371237337291212e-03 3.6840464831739106e+00
1.8986855673333331e+14 2.9466034305572304e-03 4.6420076937212720e+00
1.9049312435416662e+14 3.5345143839476522e-03 5.8392098918443214e+00
1.9111769197499997e+14 6.3762465246074212e-03 6.7082249580450748e+00
1.9174225959583331e+14 1.0739851561829921e-02 7.4270395055117246e+00
1.9236682721666666e+14 1.4985755868249741e-02 8.1598077027147724e+00
1.9299139483749997e+14 1.6929986297047516e-02 8.9245962635962712e+00
1.9359660086208747e+14 1.5278884014954901e-02 9.6845441039822031e+00
1.9361596245833331e+14 1.5166802427938988e-02 9.7089547640293965e+00
1.9363532405457916e+14 1.5051312973741904e-02 9.7333622090281828e+00
1.9424053007916666e+14 1.0001936688762706e-02 1.0485906760369753e+01
1.9486509769999997e+14 3.3904596585012520e-03 1.1100981281045449e+01
1.9548966532083331e+14 2.7505391725805564e-03 9.4560423099601891e+00
1.9611423294166666e+14 5.6742982979608838e-03 1.0016374917441874e+01
1.9673880056250000e+14 5.6045549728793677e-03 1.0639090632446782e+01
1.9736336818333331e+14 3.9925727634553473e-03 1.0945881395773936e+01
1.9798793580416666e+14 3.7628754274886536e-03 1.0866773619695127e+01
1.9861250342500000e+14 4.1922447145723669e-03 1.1057546235428216e+01
1.9923707104583331e+14 3.5988539363202253e-03 1.1064793740108552e+01
1.9986163866666666e+14 5.5355919575673295e-03 1.0809144424831883e+01
("port1","mode 1",1,"port2",1,"transmission")
(23, 3)
1.8737028624999997e+14 5.3974264217704815e-01 -7.1226678136121591e-01
1.8799485387083331e+14 5.3231379213801133e-01 -3.2532203616691970e+00
1.8861942149166662e+14 5.2440314534511956e-01 -5.7928720770805633e+00
1.8924398911249997e+14 5.1597632967258156e-01 -8.3311411960669624e+00
1.8986855673333331e+14 5.0707918316976797e-01 -1.0867932728969535e+01
1.9049312435416662e+14 4.9774016559494250e-01 -1.3403188275909217e+01
1.9111769197499997e+14 4.8800472753821755e-01 -1.5936822557936974e+01
1.9174225959583331e+14 4.7790278780573914e-01 -1.8468779434052919e+01
1.9236682721666666e+14 4.6746127835818513e-01 -2.0998909029123602e+01
1.9299139483749997e+14 4.5677842194945462e-01 -2.3527048256758704e+01
1.9359660086208747e+14 4.4629268442976799e-01 -2.6169685463581697e+01
1.9361596245833331e+14 4.4595541182732462e-01 -2.6053187463017057e+01
1.9363532405457916e+14 4.4561801332654555e-01 -2.5936687592047448e+01
1.9424053007916666e+14 4.3500060446138022e-01 -2.8577366604727857e+01
1.9486509769999997e+14 4.2387080286577022e-01 -3.1099462251005086e+01
1.9548966532083331e+14 4.1256024415998183e-01 -3.3619136794059521e+01
1.9611423294166666e+14 4.0116227764516105e-01 -3.6135955943068630e+01
1.9673880056250000e+14 3.8984939491460724e-01 -3.8649635132226095e+01
1.9736336818333331e+14 3.7876478157308663e-01 -4.1160111807064041e+01
1.9798793580416666e+14 3.6795935913018957e-01 -4.3667341305310629e+01
1.9861250342500000e+14 3.5745805483331583e-01 -4.6171060858564019e+01
1.9923707104583331e+14 3.4737013384769855e-01 -4.8670872801803704e+01
1.9986163866666666e+14 3.3785875321257819e-01 -5.1166486080020412e+01
("port1","mode 1",1,"port3",1,"transmission")
(23, 3)
1.8737028624999997e+14 3.8443362009833504e-04 1.6616583000863225e+00
1.8799485387083331e+14 3.3843268079254577e-04 2.9032167002371669e+00
1.8861942149166662e+14 2.7505311723253524e-04 4.2332065320336403e+00
1.8924398911249997e+14 2.2179772931327669e-04 5.7417077492587740e+00
1.8986855673333331e+14 2.1489091276909026e-04 7.3448978527629958e+00
1.9049312435416662e+14 2.4993282223347853e-04 8.8503359797029066e+00
1.9111769197499997e+14 2.8759051451881579e-04 1.0207972716464056e+01
1.9174225959583331e+14 3.1349489454489008e-04 1.1473674163340254e+01
1.9236682721666666e+14 3.1554626816852221e-04 1.2724373074003324e+01
1.9299139483749997e+14 2.9071704133127728e-04 1.3973050103518910e+01
1.9359660086208747e+14 2.5375450268919498e-04 1.5238331251302714e+01
1.9361596245833331e+14 2.5239807171130224e-04 1.5280543242172019e+01
