["port1","TOP"]
["port2","TOP"]
["port3","LEFT"]
["port4","RIGHT"]
("port1","mode 1",1,"port1",1,"transmission")
(23, 3)
1.8737028624999997e+14 4.1317145196708826e-03 3.1401227500592244e+00
1.8799485387083331e+14 2.9132061832060309e-03 2.8729038874694113e+00
1.8861942149166662e+14 4.2000097090503525e-03 3.0380488027858581e+00
1.8924398911249997e+14 4.4621156557204120e-03 3.7303255933073296e+00
1.8986855673333331e+14 3.8460472708950551e-03 4.7329800295542244e+00
1.9049312435416662e+14 4.4917131526642853e-03 5.8751824660969429e+00
1.9111769197499997e+14 7.2424195563360457e-03 6.7466119795477253e+00
1.9174225959583331e+14 1.1324308424334817e-02 7.4634433392361608e+00
1.9236682721666666e+14 1.5216665879772091e-02 8.1886699603304187e+00
1.9299139483749997e+14 1.6756788650659046e-02 8.9422059377187963e+00
1.9359660086208747e+14 1.4807396730560821e-02 9.6889669448516447e+00
1.9361596245833331e+14 1.4686897505915977e-02 9.7128612697607792e+00
1.9363532405457916e+14 1.4563073162144443e-02 9.7367380188910957e+00
1.9424053007916666e+14 9.3439130627985777e-03 1.0457896758556489e+01
1.9486509769999997e+14 2.9630433304870937e-03 1.0884947045220400e+01
1.9548966532083331e+14 3.4400864594454654e-03 9.5781137924632329e+00
1.9611423294166666e+14 5.8751811744258723e-03 1.0124871516044655e+01
1.9673880056250000e+14 5.3069687760253286e-03 1.0726668259112152e+01
1.9736336818333331e+14 3.4082964230032274e-03 1.0898145616119866e+01
1.9798793580416666e+14 3.9338781769154363e-03 1.0695189302985582e+01
1.9861250342500000e+14 4.8976415396248217e-03 1.1010328315422298e+01
1.9923707104583331e+14 4.0681741274535988e-03 1.1219352439173422e+01
1.9986163866666666e+14 4.9400498451437017e-03 1.0906450715006848e+01
("port1","mode 1",1,"port2",1,"transmission")
(23, 3)
1.8737028624999997e+14 5.9848502500797718e-01 2.5923961296235136e+00
1.8799485387083331e+14 5.6749260258224876e-01 -4.3776204837031346e-01
1.8861942149166662e+14 5.3735093676570445e-01 -3.4642705017789135e+00
1.8924398911249997e+14 5.0835969843582229e-01 -6.4867786291666860e+00
1.8986855673333331e+14 4.8075538221037356e-01 -9.5048678052135678e+00
1.9049312435416662e+14 4.5481218841844950e-01 -1.2518087188248320e+01
1.9111769197499997e+14 4.3081929095660432e-01 -1.5526104511147572e+01
1.9174225959583331e+14 4.0906103240332059e-01 -1.8528718679878939e+01
1.9236682721666666e+14 3.8982734445671774e-01 -2.1525967503347850e+01
1.9299139483749997e+14 3.7338469419967302e-01 -2.4518254878519357e+01
1.9359660086208747e+14 3.6028904381530819e-01 -2.7608558239422219e+01
1.9361596245833331e+14 3.5991744942117421e-01 -2.7506356805183234e+01
1.9363532405457916e+14 3.5954882112203612e-01 -2.7404152272078310e+01
1.9424053007916666e+14 3.4954379775623978e-01 -3.0491263573014546e+01
1.9486509769999997e+14 3.4239134395652526e-01 -3.3474285225984765e+01
1.9548966532083331e+14 3.3853465076451739e-01 -3.6457221756889972e+01
1.9611423294166666e+14 3.3790632360796513e-01 -3.9442159745512861e+01
1.9673880056250000e+14 3.4027674096394839e-01 -4.2431074894677415e+01
1.9736336818333331e+14 3.4531206000219189e-01 -4.5425466731955829e+01
1.9798793580416666e+14 3.5265339712599175e-01 -4.8426310562570585e+01
1.9861250342500000e+14 3.6195031771019637e-01 -5.1434151413014270e+01
1.9923707104583331e+14 3.7289211858802157e-01 -5.4449211822449470e+01
1.9986163866666666e+14 3.8518169827796928e-01 -5.7471511311355663e+01
("port1","mode 1",1,"port3",1,"transmission")
(23, 3)
1.8737028624999997e+14 4.0935718773542254e-04 1.6230536580128947e+00
1.8799485387083331e+14 3.3766509819805842e-04 2.9598461929482935e+00
1.8861942149166662e+14 2.6719255594475722e-04 4.1664515530970370e+00
1.8924398911249997e+14 2.3424039145865985e-04 5.7525747422461802e+00
1.8986855673333331e+14 2.0198834949133532e-04 7.3847903902829257e+00
1.9049312435416662e+14 2.5777742337121812e-04 8.8085066751979255e+00
1.9111769197499997e+14 2.9754586786514176e-04 1.0285193353844619e+01
1.9174225959583331e+14 2.9627732349331418e-04 1.1439754816749831e+01
1.9236682721666666e+14 3.4742309783530482e-04 1.2704131446403025e+01
1.9299139483749997e+14 2.8173675531200032e-04 1.4071261174776412e+01
1.9359660086208747e+14 2.4205677423291998e-04 1.5118948114699592e+01
1.9361596245833331e+14 2.4270611980986597e-04 1.5157317183969351e+01
1.9363532405457916e+14 2.4339381678473713e-04 1.5196410345082700e+01
1.9424053007916666e+14 2.4093021211650262e-04 1.6720411964425271e+01
1.9486509769999997e+14 1.7194914089775865e-04 1.8398690829052779e+01
1.9548966532083331e+14 1.8449299961711469e-04 1.9666645180892150e+01
1.9611423294166666e+14 2.5204339294238585e-04 2.1229866295103221e+01
1.9673880056250000e+14 2.3344951892052609e-04 2.2633216279421678e+01
1.9736336818333331e+14 2.5188212738957197e-04 2.3736946503980299e+01
1.9798793580416666e+14 2.6075016588379565e-04 2.5120504536838610e+01
1.9861250342500000e+14 2.0180486604516324e-04 2.6390514398151346e+01
1.9923707104583331e+14 1.9031263865983741e-04 2.7611373301047763e+01
1.9986163866666666e+14 1.6617207257043734e-04 2.9145333692362769e+01
("port1","mode 1",1,"port4",1,"transmission")
(23, 3)
1.8737028624999997e+14 7.9509044484094016e-01 1.7210966019068180e-01
1.8799485387083331e+14 8.1789548432647452e-01 3.0890912961616426e+00
1.8861942149166662e+14 8.3834544508266917e-01 6.0055768515609378e+00
1.8924398911249997e+14 8.5655518128426111e-01 8.9215577041572498e+00
1.8986855673333331e+14 8.7265002508337730e-01 1.1836944915289251e+01
1.9049312435416662e+14 8.8669930495770455e-01 1.4751711140512715e+01
1.9111769197499997e+14 8.9881676320284531e-01 1.7665825395213815e+01
1.9174225959583331e+14 9.0911056320311834e-01 2.0579270841603854e+01
1.9236682721666666e+14 9.1768597691834386e-01 2.3492005788705228e+01
1.9299139483749997e+14 9.2465329282871533e-01 2.6404047837833300e+01
1.9359660086208747e+14 9.2999729965305544e-01 2.9225097713719506e+01
1.9361596245833331e+14 9.3014592306244548e-01 2.9315336866178747e+01
1.9363532405457916e+14 9.3029313572043215e-01 2.9405575298557551e+01
1.9424053007916666e+14 9.3420967258413157e-01 3.2225867134748647e+01
1.9486509769999997e+14 9.3695935300133915e-01 3.5135636650866324e+01
1.9548966532083331e+14 9.3845011355889618e-01 3.8044620337969768e+01
1.9611423294166666e+14 9.3878536790979938e-01 4.0952799467104143e+01
