["port1","TOP"]
["port2","TOP"]
["port3","LEFT"]
["port4","RIGHT"]
("port1","mode 1",1,"port1",1,"transmission")
(23, 3)
1.8737028624999997e+14 4.3233586096568808e-03 -2.9279599241462893e+00
1.8799485387083331e+14 3.0133477034783957e-03 -3.7511407250244639e+00
1.8861942149166662e+14 3.7296543744265286e-03 -2.5953621501450650e+00
1.8924398911249997e+14 2.5443401017256188e-03 -2.9500676772965919e+00
1.8986855673333331e+14 5.6669919183257155e-03 -2.0331741674365174e+00
1.9049312435416662e+14 1.0138655558033210e-02 -9.5154121375999989e-02
1.9111769197499997e+14 2.2983902635538749e-03 1.9319275040899524e+00
1.9174225959583331e+14 2.0727189440428662e-02 8.0511062570286052e-01
1.9236682721666666e+14 2.0180705595108844e-02 2.7045794573096766e+00
1.9299139483749997e+14 1.2067882587831827e-02 1.6890668556523893e+00
1.9359660086208747e+14 2.2994856403882224e-02 3.4540349826596235e+00
1.9361596245833331e+14 2.2660161476191862e-02 3.5122957192285078e+00
1.9363532405457916e+14 2.2288259860029490e-02 3.5705406749690942e+00
1.9424053007916666e+14 1.8688268713093375e-03 5.1027507090383102e+00
1.9486509769999997e+14 1.0408580901214624e-03 4.1410746529043134e+00
1.9548966532083331e+14 1.5815532206151419e-02 3.1190904360185088e+00
1.9611423294166666e+14 9.9643819826694697e-03 5.0304917807568561e+00
1.9673880056250000e+14 8.2379952696048503e-03 3.9690497780069571e+00
1.9736336818333331e+14 2.9190256582641615e-03 5.8858264886139020e+00
1.9798793580416666e+14 6.6214537719419811e-03 4.7195454997770110e+00
1.9861250342500000e+14 6.1858577289062126e-03 3.5417697018649377e+00
1.9923707104583331e+14 1.2704859133790766e-02 5.4292678691132572e+00
1.9986163866666666e+14 2.4292831142816705e-03 4.8154499345912374e+00
("port1","mode 1",1,"port2",1,"transmission")
(23, 3)
1.8737028624999997e+14 9.1641116492411956e-01 1.1991343431582255e+00
1.8799485387083331e+14 9.2035894597193935e-01 3.1599052080903842e+00
1.8861942149166662e+14 9.2400976566515725e-01 5.1200813727472205e+00
1.8924398911249997e+14 9.2757773125678056e-01 7.0796804962735136e+00
1.8986855673333331e+14 9.3100067546179277e-01 9.0387258538149400e+00
1.9049312435416662e+14 9.3416479345041703e-01 1.0997326629813287e+01
1.9111769197499997e+14 9.3706318272330447e-01 1.2955272854645813e+01
1.9174225959583331e+14 9.3982703500483133e-01 1.4912561220228286e+01
1.9236682721666666e+14 9.4248752259033741e-01 1.6869231383287975e+01
1.9299139483749997e+14 9.4505404718575259e-01 1.8825242674163615e+01
1.9359660086208747e+14 9.4744312939632847e-01 2.0720053087166601e+01
1.9361596245833331e+14 9.4751863848760820e-01 2.0780661151056446e+01
1.9363532405457916e+14 9.4759419810383994e-01 2.0841268650898421e+01
1.9424053007916666e+14 9.4993927371588560e-01 2.2735532250101627e+01
1.9486509769999997e+14 9.5211200173631494e-01 2.4689863670202740e+01
1.9548966532083331e+14 9.5410423346193662e-01 2.6643470812832359e+01
1.9611423294166666e+14 9.5602212365509265e-01 2.8596224962745108e+01
1.9673880056250000e+14 9.5797757647933979e-01 3.0548348385185104e+01
1.9736336818333331e+14 9.5981884429003828e-01 3.2499847672705044e+01
1.9798793580416666e+14 9.6142400596141731e-01 3.4450640623744398e+01
1.9861250342500000e+14 9.6297315021682262e-01 3.6400615306910360e+01
1.9923707104583331e+14 9.6445340068112584e-01 3.8349842695351391e+01
1.9986163866666666e+14 9.6587371553621659e-01 4.0298417309495811e+01
("port1","mode 1",1,"port3",1,"transmission")
(23, 3)
1.8737028624999997e+14 1.5065161566033965e-03 -1.2373827216157900e+00
