["port1","TOP"]
["port2","TOP"]
["port3","LEFT"]
["port4","RIGHT"]
("port1","mode 1",1,"port1",1,"transmission")
(23, 3)
1.8737028624999997e+14 4.6158047512823239e-03 3.1373153475714122e+00
1.8799485387083331e+14 2.8047592534680417e-03 3.1161582513445594e+00
1.8861942149166662e+14 3.2860774704227746e-03 3.0813664281101580e+00
1.8924398911249997e+14 3.3677417335825563e-03 3.6321695394838964e+00
1.8986855673333331e+14 2.6875491456515694e-03 4.5600978214572621e+00
1.9049312435416662e+14 3.2568348648069735e-03 5.7864825843161105e+00
1.9111769197499997e+14 6.1824364328512274e-03 6.6761265328882562e+00
1.9174225959583331e+14 1.0690893959414091e-02 7.4070945255492751e+00
1.9236682721666666e+14 1.5089254883164559e-02 8.1486748718284900e+00
1.9299139483749997e+14 1.7160824027580936e-02 8.9202541105314239e+00
1.9359660086208747e+14 1.5595833685746800e-02 9.6872070176262639e+00
1.9361596245833331e+14 1.5485750524009525e-02 9.7118972616865147e+00
1.9363532405457916e+14 1.5372204233266264e-02 9.7365901120626077e+00
1.9424053007916666e+14 1.0351726093103124e-02 1.0503555071951135e+01
1.9486509769999997e+14 3.6626355088720465e-03 1.1197464912057118e+01
1.9548966532083331e+14 2.3830273165424192e-03 9.3610571128696076e+00
1.9611423294166666e+14 5.5068916929944247e-03 9.9492579970271287e+00
1.9673880056250000e+14 5.6746824374581057e-03 1.0575445496779860e+01
1.9736336818333331e+14 4.3059908442546332e-03 1.0918346635925507e+01
1.9798793580416666e+14 3.9264189381309740e-03 1.0943894679774710e+01
1.9861250342500000e+14 3.9757875466078308e-03 1.1129352915887104e+01
1.9923707104583331e+14 3.2437315019196297e-03 1.1024731689158711e+01
1.9986163866666666e+14 5.6455728896898372e-03 1.0744534419826955e+01
("port1","mode 1",1,"port2",1,"transmission")
(23, 3)
1.8737028624999997e+14 1.8316804695387663e-02 2.5049440394731644e+00
1.8799485387083331e+14 1.7799652458737821e-02 2.6894730513410285e-02
1.8861942149166662e+14 1.7366096785864042e-02 -2.4535087638209658e+00
1.8924398911249997e+14 1.6951355576249848e-02 -4.9356775891496572e+00
1.8986855673333331e+14 1.6554874348891399e-02 -7.4184781208736466e+00
1.9049312435416662e+14 1.6167074188914665e-02 -9.9015641964119254e+00
1.9111769197499997e+14 1.5797921185421525e-02 -1.2384236698558952e+01
1.9174225959583331e+14 1.5444268425296084e-02 -1.4867614465391235e+01
1.9236682721666666e+14 1.5076136841747547e-02 -1.7350935960912540e+01
1.9299139483749997e+14 1.4698872126400498e-02 -1.9831310715398430e+01
1.9359660086208747e+14 1.4369617801696559e-02 -2.2425400763348968e+01
1.9361596245833331e+14 1.4360230748689598e-02 -2.2307325914889343e+01
1.9363532405457916e+14 1.4350927580114567e-02 -2.2189248777942119e+01
1.9424053007916666e+14 1.4104921402894323e-02 -2.4781140503798429e+01
1.9486509769999997e+14 1.3934681517491020e-02 -2.7257058437088016e+01
1.9548966532083331e+14 1.3798598323628454e-02 -2.9738625553034819e+01
1.9611423294166666e+14 1.3618981529777715e-02 -3.2224879675794313e+01
1.9673880056250000e+14 1.3369210873612623e-02 -3.4710181382868619e+01
1.9736336818333331e+14 1.3102739071387204e-02 -3.7190129313483396e+01
1.9798793580416666e+14 1.2884201635782164e-02 -3.9665846041470751e+01
1.9861250342500000e+14 1.2724497687996932e-02 -4.2141077463799363e+01
1.9923707104583331e+14 1.2600842075203192e-02 -4.4617809806688243e+01
1.9986163866666666e+14 1.2489541201360661e-02 -4.7096318331718024e+01
("port1","mode 1",1,"port3",1,"transmission")
(23, 3)
1.8737028624999997e+14 3.8237962614183881e-04 1.6605095555192646e+00
1.8799485387083331e+14 3.3915286075718114e-04 2.9036653016904750e+00
1.8861942149166662e+14 2.7571555662251712e-04 4.2416045991527334e+00
1.8924398911249997e+14 2.2405365387833144e-04 5.7403304283504974e+00
1.8986855673333331e+14 2.1879291285488350e-04 7.3414043783849658e+00
1.9049312435416662e+14 2.5059322040833223e-04 8.8424675948483600e+00
1.9111769197499997e+14 2.8850972706078939e-04 1.0194941835361016e+01
1.9174225959583331e+14 3.1333328341239772e-04 1.1471824918498292e+01
1.9236682721666666e+14 3.1356511788419912e-04 1.2719550120795043e+01
1.9299139483749997e+14 2.9118789469284009e-04 1.3974465400249702e+01
1.9359660086208747e+14 2.5273101921476201e-04 1.5246292946429385e+01
1.9361596245833331e+14 2.5134606729438984e-04 1.5288334105108325e+01
1.9363532405457916e+14 2.4995863303385732e-04 1.5330473571973803e+01
1.9424053007916666e+14 2.0978257459734561e-04 1.6705733777504442e+01
1.9486509769999997e+14 1.8966973959316924e-04 1.8245869693209411e+01
1.9548966532083331e+14 1.9888944263385763e-04 1.9787056163554329e+01
1.9611423294166666e+14 2.2394732349989045e-04 2.1208847140208007e+01
1.9673880056250000e+14 2.4521115633561834e-04 2.2536410096420308e+01
1.9736336818333331e+14 2.5081531513031419e-04 2.3811828330899360e+01
1.9798793580416666e+14 2.4034182215369241e-04 2.5075493549869133e+01
1.9861250342500000e+14 2.1517222750102818e-04 2.6361684782855832e+01
1.9923707104583331e+14 1.8400659042290296e-04 2.7689574373420779e+01
1.9986163866666666e+14 1.5607264145283859e-04 2.9084761858482150e+01
("port1","mode 1",1,"port4",1,"transmission")
(23, 3)
1.8737028624999997e+14 2.7422125682906934e-01 4.9577314339426065e-01
1.8799485387083331e+14 2.6782675691383412e-01 -2.1782248201249756e+00
1.8861942149166662e+14 2.6476362411995097e-01 -4.8554048388341551e+00
1.8924398911249997e+14 2.6511575076611826e-01 -7.5328957803234822e+00
1.8986855673333331e+14 2.6885685079651384e-01 -1.0207683101368843e+01
1.9049312435416662e+14 2.7581831259303335e-01 -1.2877069604335428e+01
1.9111769197499997e+14 2.8573897112762858e-01 -1.5539071601295637e+01
1.9174225959583331e+14 2.9825839136419080e-01 -1.8192548533429687e+01
1.9236682721666666e+14 3.1299247710945460e-01 -2.0836978288066753e+01
1.9299139483749997e+14 3.2958832215611283e-01 -2.3472475395706375e+01
