["port1","TOP"]
["port2","TOP"]
["port3","LEFT"]
["port4","RIGHT"]
("port1","mode 1",1,"port1",1,"transmission")
(23, 3)
1.8737028624999997e+14 5.2821958145418679e-03 -2.7874410269250447e+00
1.8799485387083331e+14 7.2970506252044345e-04 -3.5368246260930696e+00
1.8861942149166662e+14 6.5874467669963790e-03 -3.4228985344677145e+00
1.8924398911249997e+14 3.5672625671837573e-03 -1.9477607601378764e+00
1.8986855673333331e+14 5.6653507793820116e-03 -2.1631909421058655e+00
1.9049312435416662e+14 7.8372662633433236e-03 -5.0886681247219040e-02
1.9111769197499997e+14 4.7086624497020410e-03 1.2601838120133982e-01
1.9174225959583331e+14 1.5810179614973260e-02 1.2500026938654005e+00
1.9236682721666666e+14 1.0423003908453288e-02 2.0487963100831292e+00
1.9299139483749997e+14 1.9763188568448251e-02 2.5039417862075255e+00
1.9359660086208747e+14 1.3505576163705573e-02 3.7832818013171607e+00
1.9361596245833331e+14 1.2998532659675587e-02 3.8159220628413291e+00
1.9363532405457916e+14 1.2485594891168487e-02 3.8470227593661068e+00
1.9424053007916666e+14 6.4939891722725334e-03 3.4350206862107830e+00
1.9486509769999997e+14 4.0443934616105435e-03 4.4674311923704222e+00
1.9548966532083331e+14 7.1039381324798714e-03 2.9556903828934313e+00
1.9611423294166666e+14 1.0399657577325664e-02 4.1526662193801833e+00
1.9673880056250000e+14 5.0496681172473371e-03 5.0168565705885850e+00
1.9736336818333331e+14 3.1894698956451118e-03 4.5587917435296488e+00
1.9798793580416666e+14 3.2266770565367751e-03 4.4334276699472071e+00
1.9861250342500000e+14 5.7281377714745244e-03 4.3892136880926991e+00
1.9923707104583331e+14 7.8984303745018459e-03 5.2595832775279101e+00
1.9986163866666666e+14 1.4415559193547054e-03 4.8078300007468133e+00
("port1","mode 1",1,"port2",1,"transmission")
(23, 3)
1.8737028624999997e+14 7.1741996556991328e-01 2.6352330477693862e+00
1.8799485387083331e+14 7.2932159468010971e-01 4.8784344472502843e+00
1.8861942149166662e+14 7.4073551621842493e-01 7.1206851687295778e+00
1.8924398911249997e+14 7.5167199527455031e-01 9.3620954243200938e+00
1.8986855673333331e+14 7.6218071334353721e-01 1.1602693604848231e+01
1.9049312435416662e+14 7.7223329350974224e-01 1.3842418738614787e+01
1.9111769197499997e+14 7.8181179370937159e-01 1.6081354333433048e+01
1.9174225959583331e+14 7.9096361704931395e-01 1.8319388697889277e+01
1.9236682721666666e+14 7.9963494819594438e-01 2.0556493984922181e+01
1.9299139483749997e+14 8.0799179166693214e-01 2.2792715952234268e+01
1.9359660086208747e+14 8.1581725987157261e-01 2.4958774327294293e+01
1.9361596245833331e+14 8.1606505223175563e-01 2.5028060460445300e+01
1.9363532405457916e+14 8.1631251469506327e-01 2.5097346139601832e+01
1.9424053007916666e+14 8.2382445748398081e-01 2.7262757983888839e+01
1.9486509769999997e+14 8.3120365514596606e-01 2.9496677349633423e+01
1.9548966532083331e+14 8.3813279531412699e-01 3.1729693544955335e+01
1.9611423294166666e+14 8.4481258847748297e-01 3.3961793146951614e+01
1.9673880056250000e+14 8.5127441140795890e-01 3.6192996921221408e+01
1.9736336818333331e+14 8.5743411708338746e-01 3.8423476850501054e+01
1.9798793580416666e+14 8.6328180512539954e-01 4.0653055667443049e+01
1.9861250342500000e+14 8.6880066192272665e-01 4.2881665467231812e+01
1.9923707104583331e+14 8.7413088318008547e-01 4.5109389629224026e+01
1.9986163866666666e+14 8.7925676924018314e-01 4.7336246173242607e+01
("port1","mode 1",1,"port3",1,"transmission")
(23, 3)
1.8737028624999997e+14 2.2804539204196819e-03 2.8199263857174541e+00
1.8799485387083331e+14 8.7268655522689453e-04 1.4629120603729331e+00
1.8861942149166662e+14 2.1074421825414392e-03 -1.0529916132354267e+00
1.8924398911249997e+14 2.8336080658186271e-03 -3.7940063847233598e+00
1.8986855673333331e+14 3.6257340063758211e-03 -6.6109345993959430e+00
1.9049312435416662e+14 4.1653265167088602e-03 -9.5207852199699943e+00
1.9111769197499997e+14 4.1765183396852068e-03 -1.2338536790528231e+01
1.9174225959583331e+14 5.1403583086553385e-03 -1.5121396485851667e+01
1.9236682721666666e+14 5.9510946087109025e-03 -1.8203480608728590e+01
1.9299139483749997e+14 5.3935156849211578e-03 -2.1293834056678776e+01
1.9359660086208747e+14 4.6985738703895609e-03 -1.8171227016019952e+01
1.9361596245833331e+14 4.6734703634450899e-03 -1.8073626023106335e+01
1.9363532405457916e+14 4.6477301861595427e-03 -1.7976225567964917e+01
1.9424053007916666e+14 3.3898109351556205e-03 -1.5028615014841398e+01
1.9486509769999997e+14 1.3671893879730161e-03 -1.2265647729095715e+01
1.9548966532083331e+14 1.0092011676969244e-03 -1.1414371285448569e+01
1.9611423294166666e+14 2.1395562197824244e-03 -8.7372958882427589e+00
1.9673880056250000e+14 2.3816368641375874e-03 -5.6007051627519688e+00
1.9736336818333331e+14 2.3574977630082829e-03 -8.7115599496047569e+00
1.9798793580416666e+14 1.4234490754616292e-03 -5.7525083102497909e+00
1.9861250342500000e+14 3.1596953605162169e-04 -6.2438703132775046e+00
1.9923707104583331e+14 1.5450096862551241e-03 -3.1047863551312029e+00
1.9986163866666666e+14 1.9512336426398963e-03 -6.1677387255673244e+00
("port1","mode 1",1,"port4",1,"transmission")
(23, 3)
1.8737028624999997e+14 6.8955395687441590e-01 -2.2647604537359438e+00
1.8799485387083331e+14 6.7738866318829194e-01 -3.2198652338559280e-01
1.8861942149166662e+14 6.6531113498569949e-01 1.6203188864791511e+00
1.8924398911249997e+14 6.5333555010303923e-01 3.5622183368003641e+00
1.8986855673333331e+14 6.4143290589432800e-01 5.5036670144403343e+00
1.9049312435416662e+14 6.2963653849588075e-01 7.4446926653337506e+00
1.9111769197499997e+14 6.1799294367950530e-01 9.3852584066150513e+00
1.9174225959583331e+14 6.0646111436808048e-01 1.1325313680220559e+01
1.9236682721666666e+14 5.9503397318334716e-01 1.3264836798341744e+01
1.9299139483749997e+14 5.8376868797544090e-01 1.5203754767882002e+01
1.9359660086208747e+14 5.7302369133487829e-01 1.7082108894250567e+01
1.9361596245833331e+14 5.7268273591074215e-01 1.7142192166136081e+01
1.9363532405457916e+14 5.7234199433067434e-01 1.7202274930919650e+01
1.9424053007916666e+14 5.6178334916974737e-01 1.9080122126378356e+01
1.9486509769999997e+14 5.5101997165669092e-01 2.1017513551677439e+01
1.9548966532083331e+14 5.4040754735746865e-01 2.2954311434003952e+01
1.9611423294166666e+14 5.2995683805166693e-01 2.4890462423977091e+01
1.9673880056250000e+14 5.1968948639957191e-01 2.6826026215115697e+01
