["port1","TOP"]
["port2","TOP"]
["port3","LEFT"]
["port4","RIGHT"]
("port1","mode 1",1,"port1",1,"transmission")
(23, 3)
1.8737028624999997e+14 3.5331469482346310e-03 -3.0354405985634005e+00
1.8799485387083331e+14 2.9279996334527362e-03 -3.5623688778310338e+00
1.8861942149166662e+14 4.6848579905733071e-03 -3.3381610930265526e+00
1.8924398911249997e+14 5.2843940907905161e-03 -2.5175293274615109e+00
1.8986855673333331e+14 4.5028240018594309e-03 -1.5400807940935852e+00
1.9049312435416662e+14 5.4394002181767662e-03 -4.0200720623857678e-01
1.9111769197499997e+14 7.7538225839014329e-03 4.7138893498371043e-01
1.9174225959583331e+14 1.1985452194947246e-02 1.1882598832433073e+00
1.9236682721666666e+14 1.5247181110819743e-02 1.9187769557260668e+00
1.9299139483749997e+14 1.6814124305449037e-02 2.6603439950641881e+00
1.9359660086208747e+14 1.4160545718611479e-02 3.4143437491284372e+00
1.9361596245833331e+14 1.4016654815475118e-02 3.4368339489754018e+00
1.9363532405457916e+14 1.3870962487041770e-02 3.4591918381219684e+00
1.9424053007916666e+14 8.7299929334429295e-03 4.1252422480060718e+00
1.9486509769999997e+14 2.2170681540856201e-03 4.2921047765268296e+00
1.9548966532083331e+14 4.6730337060485730e-03 3.3525507899422466e+00
1.9611423294166666e+14 6.6697291005810731e-03 3.8912067422245795e+00
1.9673880056250000e+14 5.8349921041282908e-03 4.5873689386495320e+00
1.9736336818333331e+14 3.1974512679575910e-03 4.6759146434068635e+00
1.9798793580416666e+14 3.7303976240656424e-03 4.3967544748483274e+00
1.9861250342500000e+14 5.3705041443045335e-03 4.7317912679934810e+00
1.9923707104583331e+14 4.0471952926152350e-03 5.0730872589579441e+00
1.9986163866666666e+14 4.1730838389507389e-03 4.7120131449395792e+00
("port1","mode 1",1,"port2",1,"transmission")
(23, 3)
1.8737028624999997e+14 2.7138513179916307e-01 -1.7889137183903940e+00
1.8799485387083331e+14 2.7593755139271597e-01 1.1265968623266813e+00
1.8861942149166662e+14 2.8407084667581944e-01 4.0331847708512285e+00
1.8924398911249997e+14 2.9517417493559073e-01 6.9289689663402605e+00
1.8986855673333331e+14 3.0861808283757031e-01 9.8133534476815214e+00
1.9049312435416662e+14 3.2385448833602953e-01 1.2686562405142345e+01
1.9111769197499997e+14 3.4041948694282431e-01 1.5549297750818388e+01
1.9174225959583331e+14 3.5794138212129056e-01 1.8402539112060751e+01
1.9236682721666666e+14 3.7611423785946407e-01 2.1247317664562352e+01
1.9299139483749997e+14 3.9467620275685167e-01 2.4084662632221388e+01
1.9359660086208747e+14 4.1283263628520656e-01 2.6827836874724458e+01
1.9361596245833331e+14 4.1341421115560884e-01 2.6915503162166139e+01
1.9363532405457916e+14 4.1399577124920023e-01 2.7003163927119385e+01
1.9424053007916666e+14 4.3214077477686197e-01 2.9740601748597800e+01
1.9486509769999997e+14 4.5069233364144190e-01 3.2560640279480040e+01
1.9548966532083331e+14 4.6897289087149585e-01 3.5376243871360721e+01
1.9611423294166666e+14 4.8693938683909072e-01 3.8187949854927275e+01
1.9673880056250000e+14 5.0458556107968167e-01 4.0996140611059381e+01
1.9736336818333331e+14 5.2186971754587796e-01 4.3801108620293171e+01
1.9798793580416666e+14 5.3873973656486573e-01 4.6603095124626385e+01
1.9861250342500000e+14 5.5514788175750263e-01 4.9402318181740128e+01
1.9923707104583331e+14 5.7108041064061543e-01 5.2198964652656812e+01
1.9986163866666666e+14 5.8654108496520763e-01 5.4993261436031432e+01
("port1","mode 1",1,"port3",1,"transmission")
(23, 3)
1.8737028624999997e+14 2.6921038413983543e-04 5.8022457986154541e-01
1.8799485387083331e+14 7.1753087980992464e-04 2.9997325418412371e+00
1.8861942149166662e+14 2.1426967551577212e-04 -6.0320790163479528e-02
1.8924398911249997e+14 5.1791190042438948e-04 -1.5200202248154722e+00
1.8986855673333331e+14 6.4411911302000857e-04 1.5785623965579119e+00
1.9049312435416662e+14 2.5948398168576596e-04 -1.0155210855975678e+00
1.9111769197499997e+14 7.2072276779257445e-04 -3.0048545477854041e+00
1.9174225959583331e+14 6.8324327868966547e-04 -1.5144194499734920e-01
1.9236682721666666e+14 3.9216447710762665e-04 -1.7145038224263931e+00
1.9299139483749997e+14 8.9636321104865670e-04 1.4083376039865820e+00
1.9359660086208747e+14 4.9553842525901540e-04 -1.6947124985872777e+00
1.9361596245833331e+14 4.8018932041773012e-04 -1.5625844429971174e+00
1.9363532405457916e+14 4.6581884517469613e-04 -1.4269623015001578e+00
1.9424053007916666e+14 6.8788306188784958e-04 -3.4912525698083088e+00
1.9486509769999997e+14 8.9979483675309464e-04 -6.5113205657541284e+00
1.9548966532083331e+14 6.4865097832924115e-04 -9.2568743105902200e+00
1.9611423294166666e+14 8.8599967915561927e-04 -1.1511369440548343e+01
1.9673880056250000e+14 1.1196702317345225e-03 -1.4611200178005255e+01
1.9736336818333331e+14 6.9664991515842238e-04 -1.7249386950728201e+01
1.9798793580416666e+14 1.1208367349352117e-03 -1.9707488717074952e+01
1.9861250342500000e+14 1.0626993125859758e-03 -2.2789778008865458e+01
1.9923707104583331e+14 8.4131281429780018e-04 -2.5188680100805314e+01
1.9986163866666666e+14 1.1672435969454281e-03 -2.7909200702891575e+01
("port1","mode 1",1,"port4",1,"transmission")
(23, 3)
1.8737028624999997e+14 9.5749047493254191e-01 9.2305483290756962e-01
1.8799485387083331e+14 9.5650690667752725e-01 3.4225316846833964e+00
1.8861942149166662e+14 9.5447194758488518e-01 5.9215088284422990e+00
1.8924398911249997e+14 9.5136865216502331e-01 8.4199814272311500e+00
1.8986855673333331e+14 9.4736864827452305e-01 1.0917976768277947e+01
1.9049312435416662e+14 9.4251056539975608e-01 1.3415449519240385e+01
1.9111769197499997e+14 9.3682430034292052e-01 1.5912360541963382e+01
1.9174225959583331e+14 9.3041520435957636e-01 1.8408634012255508e+01
1.9236682721666666e+14 9.2333238237613624e-01 2.0904250980918597e+01
1.9299139483749997e+14 9.1571863273810339e-01 2.3399220906310884e+01
1.9359660086208747e+14 9.0786542217032773e-01 2.5816229456989735e+01
1.9361596245833331e+14 9.0760718515973393e-01 2.5893545152111692e+01
1.9363532405457916e+14 9.0734844021133365e-01 2.5970860341986107e+01
1.9424053007916666e+14 8.9900269003757949e-01 2.8387274220042098e+01
1.9486509769999997e+14 8.8998068895078875e-01 3.0880330436952971e+01
1.9548966532083331e+14 8.8052510278003004e-01 3.3372667700243291e+01
1.9611423294166666e+14 8.7074563244666081e-01 3.5864256008578593e+01
1.9673880056250000e+14 8.6066537601074278e-01 3.8355091080702955e+01
1.9736336818333331e+14 8.5033468089072606e-01 4.0845207694772057e+01
1.9798793580416666e+14 8.3979946347130274e-01 4.3334572608197099e+01
1.9861250342500000e+14 8.2903380232097645e-01 4.5823157384013875e+01
1.9923707104583331e+14 8.1811838524645175e-01 4.8310960657551114e+01
1.9986163866666666e+14 8.0705937450465626e-01 5.0797956022748203e+01
("port2","mode 1",1,"port1",1,"transmission")
(23, 3)
1.8737028624999997e+14 2.7138512980939278e-01 -1.7889135557032765e+00
1.8799485387083331e+14 2.7593747244398581e-01 1.1265969061792831e+00
1.8861942149166662e+14 2.8407084005419042e-01 4.0331846936405160e+00
1.8924398911249997e+14 2.9517416371184613e-01 6.9289684276861534e+00
1.8986855673333331e+14 3.0861813739027000e-01 9.8133531315486149e+00
1.9049312435416662e+14 3.2385462632543871e-01 1.2686561932953156e+01
1.9111769197499997e+14 3.4041956788395616e-01 1.5549297363749739e+01
1.9174225959583331e+14 3.5794151010060182e-01 1.8402538969707365e+01
1.9236682721666666e+14 3.7611428253810147e-01 2.1247316879640536e+01
1.9299139483749997e+14 3.9467638304325320e-01 2.4084662111950568e+01
1.9359660086208747e+14 4.1283292143123956e-01 2.6827836193833040e+01
1.9361596245833331e+14 4.1341450241763206e-01 2.6915502495088372e+01
1.9363532405457916e+14 4.1399606803686290e-01 2.7003163275001835e+01
1.9424053007916666e+14 4.3214103341993693e-01 2.9740601263883327e+01
