["port1","TOP"]
["port2","TOP"]
["port3","LEFT"]
["port4","RIGHT"]
("port1","mode 1",1,"port1",1,"transmission")
(23, 3)
1.8737028624999997e+14 4.5610621429500045e-03 3.1382177044150308e+00
1.8799485387083331e+14 2.8105091873215833e-03 3.0929536360160998e+00
1.8861942149166662e+14 3.3894053983675458e-03 3.0802244885656691e+00
1.8924398911249997e+14 3.4949690888382528e-03 3.6548827414303253e+00
1.8986855673333331e+14 2.8252454126149488e-03 4.5995137712419263e+00
1.9049312435416662e+14 3.4071232338044569e-03 5.8106136286182517e+00
1.9111769197499997e+14 6.2830802663014808e-03 6.6904112050529294e+00
1.9174225959583331e+14 1.0711435671923671e-02 7.4151093209997070e+00
1.9236682721666666e+14 1.5038744011606637e-02 8.1521811987651969e+00
1.9299139483749997e+14 1.7067501331586705e-02 8.9208338335176904e+00
1.9359660086208747e+14 1.5483536287548642e-02 9.6858176197981471e+00
1.9361596245833331e+14 1.5373088099631487e-02 9.7104433161630510e+00
1.9363532405457916e+14 1.5259190816881348e-02 9.7350708532170245e+00
1.9424053007916666e+14 1.0234569748983641e-02 1.0499056437951914e+01
1.9486509769999997e+14 3.5578698002649155e-03 1.1175959076962540e+01
1.9548966532083331e+14 2.5063786460173812e-03 9.3789591570134441e+00
1.9611423294166666e+14 5.5833961366797023e-03 9.9669431425588293e+00
1.9673880056250000e+14 5.6703224178237801e-03 1.0595848714695737e+01
1.9736336818333331e+14 4.1989797943278399e-03 1.0928136736731798e+01
1.9798793580416666e+14 3.8713829994761451e-03 1.0913121130703924e+01
1.9861250342500000e+14 4.0905009089022230e-03 1.1101761236903361e+01
1.9923707104583331e+14 3.3909581087059439e-03 1.1057212102108164e+01
1.9986163866666666e+14 5.5314536172307556e-03 1.0772863063378052e+01
("port1","mode 1",1,"port2",1,"transmission")
(23, 3)
1.8737028624999997e+14 1.0489952909791456e-01 3.0460875225389858e+00
1.8799485387083331e+14 1.0248995434183661e-01 5.6692544816715151e-01
1.8861942149166662e+14 1.0019307443129341e-01 -1.9117396339020614e+00
1.8924398911249997e+14 9.8057272282596808e-02 -4.3895007919910629e+00
1.8986855673333331e+14 9.6092277821556812e-02 -6.8665426766693205e+00
1.9049312435416662e+14 9.4300255214595827e-02 -9.3428976043488845e+00
1.9111769197499997e+14 9.2673959576468387e-02 -1.1818755695230541e+01
1.9174225959583331e+14 9.1203037967086356e-02 -1.4294014619233357e+01
1.9236682721666666e+14 8.9915098354433010e-02 -1.6768775301092838e+01
1.9299139483749997e+14 8.8809854943615055e-02 -1.9243686327165499e+01
1.9359660086208747e+14 8.7851642050452525e-02 -2.1837200684758756e+01
1.9361596245833331e+14 8.7821970283918915e-02 -2.1719167773520912e+01
1.9363532405457916e+14 8.7792338173795365e-02 -2.1601134999930299e+01
1.9424053007916666e+14 8.6883163976951311e-02 -2.4194760354219806e+01
1.9486509769999997e+14 8.5994923878768142e-02 -2.6669590656381040e+01
1.9548966532083331e+14 8.5223899980437792e-02 -2.9143174621257984e+01
1.9611423294166666e+14 8.4650317979905673e-02 -3.1615979169466193e+01
1.9673880056250000e+14 8.4278471572996450e-02 -3.4089212427436749e+01
1.9736336818333331e+14 8.4021646552992588e-02 -3.6563496064575602e+01
1.9798793580416666e+14 8.3807344863419342e-02 -3.9038276011249422e+01
1.9861250342500000e+14 8.3646033779789103e-02 -4.1512804115486489e+01
1.9923707104583331e+14 8.3579861259537189e-02 -4.3986974190630377e+01
1.9986163866666666e+14 8.3628614765808323e-02 -4.6461006847148766e+01
("port1","mode 1",1,"port3",1,"transmission")
(23, 3)
1.8737028624999997e+14 3.8396629952394857e-04 1.6605138886543407e+00
1.8799485387083331e+14 3.4058829395479016e-04 2.9029908579793764e+00
1.8861942149166662e+14 2.7628724333634799e-04 4.2416283463704332e+00
1.8924398911249997e+14 2.2395075443324962e-04 5.7407015613658627e+00
1.8986855673333331e+14 2.1910785472811716e-04 7.3448692997212524e+00
1.9049312435416662e+14 2.5146111759695162e-04 8.8481920889939278e+00
1.9111769197499997e+14 2.8985018207694366e-04 1.0199540717457243e+01
1.9174225959583331e+14 3.1511021161467414e-04 1.1475734588370338e+01
1.9236682721666666e+14 3.1514002992711997e-04 1.2722732818499741e+01
1.9299139483749997e+14 2.9245598391344405e-04 1.3976863007299144e+01
1.9359660086208747e+14 2.5334678974505488e-04 1.5248714636792668e+01
1.9361596245833331e+14 2.5193767511655471e-04 1.5290747908175645e+01
1.9363532405457916e+14 2.5052629523508659e-04 1.5332878709446868e+01
1.9424053007916666e+14 2.0986081044126230e-04 1.6708178487556690e+01
1.9486509769999997e+14 1.8970387704559283e-04 1.8251292935382509e+01
1.9548966532083331e+14 1.9903317500129464e-04 1.9794354334844531e+01
1.9611423294166666e+14 2.2465010363246403e-04 2.1215240819599064e+01
1.9673880056250000e+14 2.4624001056723930e-04 2.2543185259944416e+01
1.9736336818333331e+14 2.5161777987931742e-04 2.3817384864838687e+01
1.9798793580416666e+14 2.4109074859277759e-04 2.5080237572338000e+01
1.9861250342500000e+14 2.1534231337039608e-04 2.6365927822858580e+01
1.9923707104583331e+14 1.8400496502573937e-04 2.7692126196357457e+01
1.9986163866666666e+14 1.5587261815023650e-04 2.9090429724659856e+01
("port1","mode 1",1,"port4",1,"transmission")
(23, 3)
1.8737028624999997e+14 1.2268991833756508e-02 5.6023795214292085e-02
1.8799485387083331e+14 7.2426804859470645e-02 -1.7958093316379671e+00
1.8861942149166662e+14 1.3463091913940406e-01 -4.3991715765263990e+00
1.8924398911249997e+14 1.9470501048287100e-01 -7.0443421235736237e+00
1.8986855673333331e+14 2.5228378539215612e-01 -9.7015434752664369e+00
1.9049312435416662e+14 3.0716128503577883e-01 -1.2364277288408273e+01
1.9111769197499997e+14 3.5917489329557101e-01 -1.5030346855664600e+01
1.9174225959583331e+14 4.0822852649093910e-01 -1.7698750796296927e+01
1.9236682721666666e+14 4.5429221644576462e-01 -2.0369087112887321e+01
1.9299139483749997e+14 4.9734142001016962e-01 -2.3041168006790265e+01
1.9359660086208747e+14 5.3620054384504845e-01 -2.5826747380429076e+01
1.9361596245833331e+14 5.3739781772298123e-01 -2.5714877597159287e+01
1.9363532405457916e+14 5.3859225617888273e-01 -2.5603009351808193e+01
1.9424053007916666e+14 5.7450788773935113e-01 -2.8390185507721416e+01
1.9486509769999997e+14 6.0873342115776108e-01 -3.1067055423196400e+01
1.9548966532083331e+14 6.4017922047855347e-01 -3.3745455787935882e+01
1.9611423294166666e+14 6.6897428578009843e-01 -3.6425387277183468e+01
1.9673880056250000e+14 6.9524794865251283e-01 -3.9106849101557614e+01
1.9736336818333331e+14 7.1914651599693891e-01 -4.1789811199598290e+01
1.9798793580416666e+14 7.4083847830984140e-01 -4.4474256525242261e+01
1.9861250342500000e+14 7.6047428214359347e-01 -4.7160167933859171e+01
1.9923707104583331e+14 7.7820591568270892e-01 -4.9847490555118775e+01
1.9986163866666666e+14 7.9419042052279432e-01 -5.2536173455294275e+01
("port2","mode 1",1,"port1",1,"transmission")
(23, 3)
1.8737028624999997e+14 1.0489952374971361e-01 3.0460886267595551e+00
1.8799485387083331e+14 1.0248991774490063e-01 5.6692663029440116e-01
1.8861942149166662e+14 1.0019305728862453e-01 -1.9117383955952856e+00
1.8924398911249997e+14 9.8057252179593060e-02 -4.3894998831843290e+00
1.8986855673333331e+14 9.6092259984879497e-02 -6.8665415114324651e+00
1.9049312435416662e+14 9.4300256820317049e-02 -9.3428966546621854e+00
1.9111769197499997e+14 9.2673942867254486e-02 -1.1818754708269937e+01
1.9174225959583331e+14 9.1203019694838766e-02 -1.4294013421382417e+01
1.9236682721666666e+14 8.9915084509247220e-02 -1.6768774732896539e+01
1.9299139483749997e+14 8.8809846631382874e-02 -1.9243685349876863e+01
1.9359660086208747e+14 8.7851650427196948e-02 -2.1837199952915114e+01
1.9361596245833331e+14 8.7821979244010501e-02 -2.1719167025920139e+01
1.9363532405457916e+14 8.7792347537227686e-02 -2.1601134235745668e+01
1.9424053007916666e+14 8.6883144821676125e-02 -2.4194759586765095e+01
1.9486509769999997e+14 8.5994923313849031e-02 -2.6669589716083756e+01
1.9548966532083331e+14 8.5223893293342110e-02 -2.9143173966483424e+01
1.9611423294166666e+14 8.4650303380868916e-02 -3.1615978299033610e+01
1.9673880056250000e+14 8.4278476426112081e-02 -3.4089211623748376e+01
1.9736336818333331e+14 8.4021624832870900e-02 -3.6563495377430058e+01
1.9798793580416666e+14 8.3807334430218997e-02 -3.9038275148381878e+01
1.9861250342500000e+14 8.3646014313150080e-02 -4.1512803582904994e+01
1.9923707104583331e+14 8.3579828873615147e-02 -4.3986973528019462e+01
1.9986163866666666e+14 8.3628610614470356e-02 -4.6461006302076086e+01
("port2","mode 1",1,"port2",1,"transmission")
(23, 3)
1.8737028624999997e+14 4.5605357482879066e-03 3.1381947910433405e+00
1.8799485387083331e+14 2.8103733677706387e-03 3.0929067889761881e+00
1.8861942149166662e+14 3.3892872522692801e-03 3.0801852396824603e+00
1.8924398911249997e+14 3.4948751159623636e-03 3.6549444614762869e+00
1.8986855673333331e+14 2.8251862182057663e-03 4.5995644719207895e+00
1.9049312435416662e+14 3.4073709103615056e-03 5.8106301160114269e+00
1.9111769197499997e+14 6.2832902726715758e-03 6.6903992623721953e+00
1.9174225959583331e+14 1.0711581025739802e-02 7.4151206798971590e+00
1.9236682721666666e+14 1.5038359199377913e-02 8.1521857708758070e+00
1.9299139483749997e+14 1.7067301371919943e-02 8.9208334401481864e+00
1.9359660086208747e+14 1.5483299295328289e-02 9.6858328601132477e+00
1.9361596245833331e+14 1.5372849526367504e-02 9.7104585455779695e+00
1.9363532405457916e+14 1.5258951224382537e-02 9.7350860414522806e+00
