("port 1","TE",1,"port 1",1,"modulation")
(1,7)
298.00 373.00 573.00 773.00 973.00 1173.00 1273.00
(1000,15)
1.920615e+14	2.177281e-02	1.896550e+00	4.078235e-03	2.158729e-01	1.219218e-02	1.923374e+00	3.247288e-04	3.115629e+00	4.007960e-03	6.519148e-01	3.682157e-03	8.161043e-01	3.516028e-03	2.276452e+00
1.920588e+14	2.291102e-02	1.451447e+00	4.527503e-03	2.912010e+00	1.293690e-02	1.477432e+00	4.241920e-03	2.668805e+00	1.278899e-03	2.041533e-01	1.764444e-03	3.671998e-01	4.423049e-03	1.826916e+00
1.920560e+14	1.957217e-02	1.006332e+00	1.232941e-02	2.466589e+00	1.114819e-02	1.031496e+00	7.342413e-03	2.222041e+00	1.711917e-03	2.898018e+00	5.082483e-04	3.059933e+00	4.452381e-03	1.377395e+00
1.920533e+14	1.235651e-02	5.611393e-01	1.779019e-02	2.021251e+00	7.160176e-03	5.855448e-01	9.012683e-03	1.775306e+00	4.374778e-03	2.450284e+00	2.685967e-03	2.611035e+00	3.596242e-03	9.278841e-01
1.920506e+14	2.631152e-03	1.158621e-01	1.981804e-02	1.575982e+00	1.740651e-03	1.395715e-01	8.917844e-03	1.328589e+00	6.182851e-03	2.002576e+00	4.336498e-03	2.162173e+00	2.022916e-03	4.783804e-01
1.920479e+14	7.725911e-03	2.812173e+00	1.798263e-02	1.130727e+00	4.056271e-03	2.835210e+00	7.068499e-03	8.818766e-01	6.776401e-03	1.554887e+00	5.131161e-03	1.713329e+00	4.368403e-05	2.860692e-02
1.920452e+14	1.668965e-02	2.366958e+00	1.260423e-02	6.854263e-01	9.095374e-03	2.389275e+00	3.820212e-03	4.351604e-01	6.034240e-03	1.107210e+00	4.910210e-03	1.264499e+00	1.948755e-03	2.721016e+00
1.920425e+14	2.248689e-02	1.921859e+00	4.699896e-03	2.400632e-01	1.238317e-02	1.943385e+00	1.946329e-04	3.130106e+00	4.098365e-03	6.595377e-01	3.714885e-03	8.156779e-01	3.558223e-03	2.271549e+00
1.920398e+14	2.394640e-02	1.476841e+00	4.206557e-03	2.936276e+00	1.326367e-02	1.497531e+00	4.189845e-03	2.683344e+00	1.346849e-03	2.118647e-01	1.779732e-03	3.668619e-01	4.463850e-03	1.822102e+00
1.920371e+14	2.073107e-02	1.031816e+00	1.237831e-02	2.490930e+00	1.154843e-02	1.051684e+00	7.379540e-03	2.236666e+00	1.679930e-03	2.905817e+00	5.133905e-04	3.059683e+00	4.484022e-03	1.372669e+00
1.920344e+14	1.341208e-02	5.867069e-01	1.820617e-02	2.045670e+00	7.556300e-03	6.058204e-01	9.132855e-03	1.790018e+00	4.385434e-03	2.458171e+00	2.710663e-03	2.610874e+00	3.612748e-03	9.232472e-01
1.920317e+14	3.371495e-03	1.415041e-01	2.052586e-02	1.600486e+00	2.054710e-03	1.599340e-01	9.098563e-03	1.343390e+00	6.234616e-03	2.010550e+00	4.376154e-03	2.162100e+00	2.021225e-03	4.738320e-01
1.920290e+14	7.455036e-03	2.837880e+00	1.884814e-02	1.155320e+00	3.887207e-03	2.855656e+00	7.275124e-03	8.967659e-01	6.859719e-03	1.562950e+00	5.178314e-03	1.713345e+00	2.421378e-05	2.391537e-02
1.920263e+14	1.695252e-02	2.392730e+00	1.345956e-02	7.101066e-01	9.106589e-03	2.409804e+00	4.012582e-03	4.501377e-01	6.133295e-03	1.115361e+00	4.955933e-03	1.264603e+00	1.982208e-03	2.716644e+00
1.920236e+14	2.324325e-02	1.947706e+00	5.375680e-03	2.648250e-01	1.257499e-02	1.964000e+00	5.440274e-05	-3.137850e+00	4.194072e-03	6.677773e-01	3.750470e-03	8.158709e-01	3.599224e-03	2.267267e+00
1.920209e+14	2.505754e-02	1.502773e+00	3.847597e-03	2.961113e+00	1.360093e-02	1.518233e+00	4.129899e-03	2.698495e+00	1.420526e-03	2.201928e-01	1.798347e-03	3.671433e-01	4.504565e-03	1.817908e+00
1.920181e+14	2.198513e-02	1.057837e+00	1.241335e-02	2.515839e+00	1.196695e-02	1.072475e+00	7.412631e-03	2.251904e+00	1.642914e-03	2.914232e+00	5.153938e-04	3.060053e+00	4.516711e-03	1.368564e+00
1.920154e+14	1.456376e-02	6.128118e-01	1.863585e-02	2.070657e+00	7.974989e-03	6.266989e-01	9.253662e-03	1.805344e+00	4.392755e-03	2.466674e+00	2.733035e-03	2.611332e+00	3.631234e-03	9.192306e-01
1.920127e+14	4.189549e-03	1.676818e-01	2.127291e-02	1.625557e+00	2.391240e-03	1.808991e-01	9.284514e-03	1.358803e+00	6.285410e-03	2.019142e+00	4.414767e-03	2.162647e+00	2.022056e-03	4.699040e-01
