("port 1","TE",1,"port 1",1,"modulation")
(1,1)
0.00083
(10000,3)
2.000000e+14	6.339051e-03	-2.634770e+00
1.999987e+14	6.303857e-03	-2.640779e+00
1.999973e+14	6.271342e-03	-2.646712e+00
1.999960e+14	6.241444e-03	-2.652573e+00
1.999947e+14	6.214097e-03	-2.658370e+00
1.999933e+14	6.189237e-03	-2.664108e+00
1.999920e+14	6.166799e-03	-2.669792e+00
1.999907e+14	6.146716e-03	-2.675430e+00
1.999893e+14	6.128921e-03	-2.681026e+00
1.999880e+14	6.113344e-03	-2.686587e+00
1.999867e+14	6.099918e-03	-2.692118e+00
1.999853e+14	6.088573e-03	-2.697624e+00
1.999840e+14	6.079238e-03	-2.703112e+00
1.999827e+14	6.071842e-03	-2.708586e+00
1.999813e+14	6.066313e-03	-2.714050e+00
1.999800e+14	6.062579e-03	-2.719511e+00
1.999787e+14	6.060567e-03	-2.724971e+00
1.999773e+14	6.060202e-03	-2.730436e+00
1.999760e+14	6.061411e-03	-2.735910e+00
1.999747e+14	6.064118e-03	-2.741395e+00
1.999733e+14	6.068249e-03	-2.746895e+00
1.999720e+14	6.073728e-03	-2.752414e+00
1.999707e+14	6.080478e-03	-2.757953e+00
1.999693e+14	6.088424e-03	-2.763515e+00
1.999680e+14	6.097488e-03	-2.769103e+00
1.999667e+14	6.107593e-03	-2.774718e+00
1.999653e+14	6.118663e-03	-2.780360e+00
1.999640e+14	6.130619e-03	-2.786033e+00
1.999627e+14	6.143385e-03	-2.791735e+00
1.999613e+14	6.156881e-03	-2.797468e+00
1.999600e+14	6.171031e-03	-2.803232e+00
1.999587e+14	6.185756e-03	-2.809026e+00
1.999573e+14	6.200978e-03	-2.814851e+00
1.999560e+14	6.216619e-03	-2.820705e+00
1.999547e+14	6.232602e-03	-2.826588e+00
1.999533e+14	6.248849e-03	-2.832498e+00
1.999520e+14	6.265281e-03	-2.838434e+00
1.999507e+14	6.281821e-03	-2.844394e+00
1.999493e+14	6.298392e-03	-2.850377e+00
1.999480e+14	6.314916e-03	-2.856379e+00
1.999467e+14	6.331316e-03	-2.862399e+00
1.999453e+14	6.347516e-03	-2.868434e+00
1.999440e+14	6.363439e-03	-2.874481e+00
1.999427e+14	6.379008e-03	-2.880537e+00
1.999413e+14	6.394149e-03	-2.886599e+00
1.999400e+14	6.408784e-03	-2.892663e+00
1.999387e+14	6.422840e-03	-2.898726e+00
1.999373e+14	6.436241e-03	-2.904783e+00
1.999360e+14	6.448914e-03	-2.910831e+00
1.999347e+14	6.460784e-03	-2.916865e+00
1.999333e+14	6.471779e-03	-2.922881e+00
1.999320e+14	6.481825e-03	-2.928874e+00
1.999307e+14	6.490852e-03	-2.934839e+00
1.999294e+14	6.498786e-03	-2.940770e+00
1.999280e+14	6.505559e-03	-2.946663e+00
1.999267e+14	6.511099e-03	-2.952512e+00
1.999254e+14	6.515337e-03	-2.958311e+00
1.999240e+14	6.518206e-03	-2.964053e+00
1.999227e+14	6.519638e-03	-2.969733e+00
1.999214e+14	6.519565e-03	-2.975343e+00
1.999200e+14	6.517923e-03	-2.980876e+00
1.999187e+14	6.514647e-03	-2.986325e+00
1.999174e+14	6.509673e-03	-2.991682e+00
1.999160e+14	6.502940e-03	-2.996939e+00
1.999147e+14	6.494386e-03	-3.002087e+00
1.999134e+14	6.483952e-03	-3.007118e+00
1.999120e+14	6.471580e-03	-3.012021e+00
1.999107e+14	6.457213e-03	-3.016786e+00
1.999094e+14	6.440797e-03	-3.021403e+00
1.999080e+14	6.422278e-03	-3.025861e+00
1.999067e+14	6.401607e-03	-3.030147e+00
1.999054e+14	6.378733e-03	-3.034249e+00
1.999040e+14	6.353610e-03	-3.038153e+00
1.999027e+14	6.326195e-03	-3.041845e+00
1.999014e+14	6.296445e-03	-3.045310e+00
1.999000e+14	6.264323e-03	-3.048530e+00
1.998987e+14	6.229794e-03	-3.051490e+00
1.998974e+14	6.192824e-03	-3.054170e+00
1.998960e+14	6.153388e-03	-3.056549e+00
1.998947e+14	6.111460e-03	-3.058607e+00
1.998934e+14	6.067022e-03	-3.060321e+00
1.998920e+14	6.020060e-03	-3.061664e+00
1.998907e+14	5.970564e-03	-3.062612e+00
1.998894e+14	5.918533e-03	-3.063134e+00
1.998881e+14	5.863969e-03	-3.063199e+00
1.998867e+14	5.806886e-03	-3.062775e+00
1.998854e+14	5.747302e-03	-3.061823e+00
1.998841e+14	5.685246e-03	-3.060305e+00
1.998827e+14	5.620758e-03	-3.058178e+00
1.998814e+14	5.553888e-03	-3.055396e+00
1.998801e+14	5.484699e-03	-3.051907e+00
1.998787e+14	5.413268e-03	-3.047657e+00
1.998774e+14	5.339688e-03	-3.042587e+00
1.998761e+14	5.264070e-03	-3.036633e+00
1.998747e+14	5.186545e-03	-3.029723e+00
1.998734e+14	5.107266e-03	-3.021784e+00
1.998721e+14	5.026411e-03	-3.012732e+00
1.998707e+14	4.944186e-03	-3.002480e+00
1.998694e+14	4.860830e-03	-2.990932e+00
1.998681e+14	4.776615e-03	-2.977987e+00
1.998667e+14	4.691855e-03	-2.963536e+00
1.998654e+14	4.606908e-03	-2.947465e+00
1.998641e+14	4.522179e-03	-2.929653e+00
1.998627e+14	4.438130e-03	-2.909975e+00
1.998614e+14	4.355282e-03	-2.888304e+00
1.998601e+14	4.274220e-03	-2.864511e+00
1.998588e+14	4.195599e-03	-2.838474e+00
1.998574e+14	4.120148e-03	-2.810076e+00
1.998561e+14	4.048672e-03	-2.779216e+00
1.998548e+14	3.982054e-03	-2.745814e+00
1.998534e+14	3.921248e-03	-2.709820e+00
1.998521e+14	3.867279e-03	-2.671226e+00
1.998508e+14	3.821228e-03	-2.630072e+00
1.998494e+14	3.784214e-03	-2.586459e+00
1.998481e+14	3.757376e-03	-2.540556e+00
1.998468e+14	3.741843e-03	-2.492607e+00
1.998454e+14	3.738699e-03	-2.442930e+00
1.998441e+14	3.748954e-03	-2.391911e+00
1.998428e+14	3.773504e-03	-2.339997e+00
1.998414e+14	3.813106e-03	-2.287675e+00
1.998401e+14	3.868349e-03	-2.235453e+00
1.998388e+14	3.939644e-03	-2.183831e+00
1.998374e+14	4.027217e-03	-2.133286e+00
1.998361e+14	4.131122e-03	-2.084244e+00
1.998348e+14	4.251250e-03	-2.037067e+00
1.998335e+14	4.387358e-03	-1.992048e+00
1.998321e+14	4.539093e-03	-1.949403e+00
1.998308e+14	4.706021e-03	-1.909276e+00
1.998295e+14	4.887652e-03	-1.871745e+00
1.998281e+14	5.083465e-03	-1.836832e+00
1.998268e+14	5.292930e-03	-1.804512e+00
1.998255e+14	5.515517e-03	-1.774724e+00
1.998241e+14	5.750715e-03	-1.747380e+00
1.998228e+14	5.998035e-03	-1.722372e+00
1.998215e+14	6.257017e-03	-1.699582e+00
1.998201e+14	6.527234e-03	-1.678883e+00
1.998188e+14	6.808293e-03	-1.660149e+00
1.998175e+14	7.099833e-03	-1.643253e+00
1.998162e+14	7.401524e-03	-1.628071e+00
1.998148e+14	7.713069e-03	-1.614486e+00
1.998135e+14	8.034197e-03	-1.602385e+00
1.998122e+14	8.364664e-03	-1.591662e+00
1.998108e+14	8.704251e-03	-1.582219e+00
1.998095e+14	9.052761e-03	-1.573964e+00
1.998082e+14	9.410014e-03	-1.566811e+00
1.998068e+14	9.775851e-03	-1.560680e+00
1.998055e+14	1.015013e-02	-1.555499e+00
1.998042e+14	1.053271e-02	-1.551201e+00
1.998028e+14	1.092349e-02	-1.547723e+00
1.998015e+14	1.132236e-02	-1.545008e+00
1.998002e+14	1.172922e-02	-1.543005e+00
1.997988e+14	1.214398e-02	-1.541663e+00
1.997975e+14	1.256656e-02	-1.540940e+00
1.997962e+14	1.299690e-02	-1.540793e+00
1.997949e+14	1.343494e-02	-1.541186e+00
1.997935e+14	1.388060e-02	-1.542083e+00
1.997922e+14	1.433383e-02	-1.543452e+00
1.997909e+14	1.479459e-02	-1.545264e+00
1.997895e+14	1.526283e-02	-1.547492e+00
1.997882e+14	1.573850e-02	-1.550110e+00
1.997869e+14	1.622157e-02	-1.553094e+00
1.997855e+14	1.671199e-02	-1.556424e+00
1.997842e+14	1.720973e-02	-1.560079e+00
1.997829e+14	1.771477e-02	-1.564040e+00
1.997816e+14	1.822705e-02	-1.568291e+00
1.997802e+14	1.874657e-02	-1.572814e+00
1.997789e+14	1.927327e-02	-1.577596e+00
1.997776e+14	1.980715e-02	-1.582622e+00
1.997762e+14	2.034816e-02	-1.587880e+00
1.997749e+14	2.089628e-02	-1.593356e+00
1.997736e+14	2.145150e-02	-1.599041e+00
1.997722e+14	2.201377e-02	-1.604923e+00
1.997709e+14	2.258307e-02	-1.610992e+00
1.997696e+14	2.315938e-02	-1.617239e+00
1.997682e+14	2.374267e-02	-1.623656e+00
1.997669e+14	2.433292e-02	-1.630234e+00
1.997656e+14	2.493010e-02	-1.636966e+00
1.997643e+14	2.553418e-02	-1.643845e+00
1.997629e+14	2.614514e-02	-1.650863e+00
1.997616e+14	2.676295e-02	-1.658014e+00
1.997603e+14	2.738758e-02	-1.665293e+00
1.997589e+14	2.801901e-02	-1.672694e+00
1.997576e+14	2.865720e-02	-1.680211e+00
1.997563e+14	2.930213e-02	-1.687840e+00
1.997549e+14	2.995377e-02	-1.695575e+00
1.997536e+14	3.061209e-02	-1.703413e+00
1.997523e+14	3.127705e-02	-1.711348e+00
1.997510e+14	3.194863e-02	-1.719378e+00
1.997496e+14	3.262680e-02	-1.727497e+00
1.997483e+14	3.331151e-02	-1.735703e+00
1.997470e+14	3.400274e-02	-1.743992e+00
1.997456e+14	3.470045e-02	-1.752361e+00
1.997443e+14	3.540461e-02	-1.760806e+00
1.997430e+14	3.611518e-02	-1.769326e+00
1.997416e+14	3.683212e-02	-1.777916e+00
1.997403e+14	3.755540e-02	-1.786575e+00
1.997390e+14	3.828497e-02	-1.795300e+00
1.997377e+14	3.902080e-02	-1.804087e+00
1.997363e+14	3.976285e-02	-1.812937e+00
1.997350e+14	4.051106e-02	-1.821845e+00
1.997337e+14	4.126541e-02	-1.830809e+00
1.997323e+14	4.202585e-02	-1.839829e+00
1.997310e+14	4.279233e-02	-1.848902e+00
1.997297e+14	4.356480e-02	-1.858026e+00
1.997283e+14	4.434323e-02	-1.867199e+00
1.997270e+14	4.512756e-02	-1.876420e+00
1.997257e+14	4.591775e-02	-1.885687e+00
1.997244e+14	4.671374e-02	-1.894998e+00
1.997230e+14	4.751549e-02	-1.904353e+00
1.997217e+14	4.832294e-02	-1.913749e+00
1.997204e+14	4.913605e-02	-1.923186e+00
1.997190e+14	4.995475e-02	-1.932662e+00
