0, -0.7235018884067312, [2.50000000e-07, 2.88888889e-07, 3.27777778e-07, 3.66666667e-07, 4.05555556e-07, 4.44444444e-07, 4.83333333e-07, 5.22222222e-07, 5.61111111e-07, 6.00000000e-07], [ 0.41683122, -0.26656862, -0.52248398,  0.11116366,  1.99979054,  1.83340382, -0.40166547, -0.55908953, -0.87132219, -0.3984306 ]
1, -0.8805493137876627, [3.04852927e-07, 2.77191551e-07, 3.10962854e-07, 3.81295254e-07, 4.83781504e-07, 5.17552807e-07, 4.46048068e-07, 4.79819372e-07, 5.13590675e-07, 5.47568503e-07], [-1.30591985,  0.01000222, -0.1024432 , -0.09282097,  0.30682611,  0.35989969,  1.22368811,  0.73711878, -1.26345421, -0.66110662]
2, -0.9227616749303242, [2.81096372e-07, 2.73269490e-07, 3.01398338e-07, 3.83468719e-07, 5.22513644e-07, 5.56178559e-07, 4.73358731e-07, 4.89050513e-07, 4.54271939e-07, 5.06675338e-07], [-0.56097114, -0.19885352,  0.56654459,  0.35789149, -0.11277792,  0.14287932,  0.3882155 , -0.0158588 ,  1.00139405,  0.85444288]
3, -0.958618665322379, [2.54577446e-07, 2.71013164e-07, 3.13796590e-07, 3.86873745e-07, 5.11359507e-07, 5.50552966e-07, 4.91434116e-07, 4.98681949e-07, 4.79431761e-07, 5.34516190e-07], [ 0.37229458, -0.08567956,  0.02442807,  0.36096601, -0.10053244, -0.10797352,  0.11134959, -0.31959218,  0.077377  ,  0.23905694]
4, -0.9685482793381597, [2.63141678e-07, 2.68954192e-07, 3.15507756e-07, 3.97185639e-07, 5.04423509e-07, 5.43709985e-07, 4.96662019e-07, 4.91040525e-07, 4.84245276e-07, 5.44329926e-07], [ 0.03748042, -0.07700636, -0.04643159,  0.22372295,  0.02802814, -0.04271131,  0.12069657, -0.02591687, -0.10434394, -0.02316223]
5, -0.9716940797783049, [2.65064496e-07, 2.64629773e-07, 3.14969194e-07, 4.09476862e-07, 5.05910089e-07, 5.42882434e-07, 5.03580820e-07, 4.88140514e-07, 4.81641934e-07, 5.45846268e-07], [-0.02824002, -0.00577911, -0.00432376,  0.11615851,  0.00984485, -0.00411219,  0.07096837,  0.13659136, -0.02658689, -0.10458167]
6, -0.972970796376779, [2.67214971e-07, 2.61703757e-07, 3.15360521e-07, 4.24609410e-07, 5.07836298e-07, 5.43599780e-07, 5.11096934e-07, 4.92458046e-07, 4.80885589e-07, 5.42469392e-07], [-0.11383016,  0.06289435,  0.01904008, -0.03654177, -0.0430123 , -0.01616952,  0.00587833,  0.10833832,  0.04791804, -0.07456143]
7, -0.9735660354578979, [2.64540357e-07, 2.64231985e-07, 3.15047781e-07, 4.25911009e-07, 5.05933667e-07, 5.41877789e-07, 5.11223983e-07, 4.95087316e-07, 4.83276833e-07, 5.40067434e-07], [ 0.00128145,  0.03768792,  0.02575072, -0.00706697, -0.04511621, -0.0305083 , -0.00369006,  0.03463591, -0.00678324, -0.0715301 ]
8, -0.9740487075972231, [2.63524549e-07, 2.67983781e-07, 3.15627254e-07, 4.28671965e-07, 5.02515653e-07, 5.38845985e-07, 5.10800790e-07, 4.98348502e-07, 4.85664849e-07, 5.34570182e-07], [-0.01315259,  0.0085228 ,  0.03749591,  0.02939772, -0.05286198, -0.02810208,  0.00698236, -0.04004963,  0.02163236,  0.0364124 ]
9, -0.9744039661094143, [2.61664399e-07, 2.71245018e-07, 3.17248133e-07, 4.33484998e-07, 4.96975179e-07, 5.34204064e-07, 5.11823821e-07, 5.00224446e-07, 4.88852346e-07, 5.32240700e-07], [ 0.00585007,  0.00256288,  0.02528334,  0.02796575, -0.02933811, -0.02755828,  0.01358281, -0.03781311, -0.02791172,  0.02084031]
10, -0.9746657752905439, [2.59236198e-07, 2.75207457e-07, 3.20988797e-07, 4.40474072e-07, 4.90957078e-07, 5.28390321e-07, 5.14155366e-07, 5.01550598e-07, 4.89778676e-07, 5.30394687e-07], [ 0.02585019,  0.01584292,  0.00321334, -0.02475604, -0.00473571,  0.01031631,  0.02207684,  0.0287847 , -0.02071394, -0.01296462]
