1580.59, 0.380374
1580.53, 0.38007
1580.47, 0.379765
1580.4, 0.379461
1580.34, 0.379157
1580.28, 0.378853
1580.22, 0.378549
1580.16, 0.378246
1580.09, 0.377942
1580.03, 0.377639
1579.97, 0.377336
1579.91, 0.377032
1579.84, 0.376729
1579.78, 0.376426
1579.72, 0.376124
1579.66, 0.375821
1579.59, 0.375518
1579.53, 0.375216
1579.47, 0.374914
1579.41, 0.374611
1579.35, 0.374309
1579.28, 0.374007
1579.22, 0.373706
1579.16, 0.373404
1579.1, 0.373102
1579.03, 0.372801
1578.97, 0.3725
1578.91, 0.372198
1578.85, 0.371897
1578.78, 0.371596
1578.72, 0.371295
1578.66, 0.370995
1578.6, 0.370694
1578.54, 0.370394
1578.47, 0.370093
1578.41, 0.369793
1578.35, 0.369493
1578.29, 0.369193
1578.22, 0.368893
1578.16, 0.368593
1578.1, 0.368294
1578.04, 0.367994
1577.98, 0.367695
1577.91, 0.367395
1577.85, 0.367096
1577.79, 0.366797
1577.73, 0.367188
1577.67, 0.367738
1577.6, 0.368289
1577.54, 0.36884
1577.48, 0.369392
1577.42, 0.369943
1577.35, 0.370496
1577.29, 0.371049
1577.23, 0.371602
1577.17, 0.372155
1577.11, 0.37271
1577.04, 0.373264
1576.98, 0.373819
1576.92, 0.374374
1576.86, 0.37493
1576.8, 0.375486
1576.73, 0.376042
1576.67, 0.376599
1576.61, 0.377157
1576.55, 0.377714
1576.48, 0.378272
1576.42, 0.378831
1576.36, 0.37939
1576.3, 0.379949
1576.24, 0.380509
1576.17, 0.381069
1576.11, 0.38163
1576.05, 0.382191
1575.99, 0.382752
1575.93, 0.383314
1575.86, 0.383877
1575.8, 0.384439
1575.74, 0.385002
1575.68, 0.385566
1575.62, 0.38613
1575.55, 0.386694
1575.49, 0.387259
1575.43, 0.387824
1575.37, 0.38839
1575.31, 0.388956
1575.24, 0.389522
1575.18, 0.390089
1575.12, 0.390656
1575.06, 0.391224
1575, 0.391792
1574.93, 0.39236
1574.87, 0.392929
1574.81, 0.393498
1574.75, 0.394068
1574.69, 0.394638
1574.63, 0.395209
1574.56, 0.395779
1574.5, 0.396351
1574.44, 0.396923
1574.38, 0.397495
1574.32, 0.398067
1574.25, 0.39864
1574.19, 0.399214
1574.13, 0.399788
1574.07, 0.400362
1574.01, 0.400936
1573.94, 0.401511
1573.88, 0.402087
1573.82, 0.402663
1573.76, 0.403239
1573.7, 0.403816
1573.63, 0.404393
1573.57, 0.40497
1573.51, 0.405548
1573.45, 0.406127
1573.39, 0.406705
1573.33, 0.407285
1573.26, 0.407864
1573.2, 0.408444
1573.14, 0.409024
1573.08, 0.409605
1573.02, 0.410187
1572.95, 0.410768
1572.89, 0.41135
1572.83, 0.411933
1572.77, 0.412516
1572.71, 0.413099
1572.65, 0.413683
1572.58, 0.414267
1572.52, 0.414851
1572.46, 0.415436
1572.4, 0.416021
1572.34, 0.416607
1572.28, 0.417193
1572.21, 0.41778
1572.15, 0.418367
1572.09, 0.418954
1572.03, 0.419542
1571.97, 0.42013
1571.91, 0.420719
1571.84, 0.421308
1571.78, 0.421898
1571.72, 0.422487
1571.66, 0.423078
1571.6, 0.423668
1571.54, 0.42426
1571.47, 0.424851
1571.41, 0.425443
1571.35, 0.426035
1571.29, 0.426628
1571.23, 0.427221
1571.17, 0.427815
1571.1, 0.428409
1571.04, 0.429003
1570.98, 0.429598
1570.92, 0.430193
1570.86, 0.430789
1570.8, 0.431385
1570.73, 0.431982
1570.67, 0.432579
1570.61, 0.433176
1570.55, 0.433774
1570.49, 0.434372
1570.43, 0.43497
1570.36, 0.435569
1570.3, 0.436168
1570.24, 0.436768
1570.18, 0.437368
1570.12, 0.437969
1570.06, 0.43857
1569.99, 0.439171
1569.93, 0.439773
1569.87, 0.440376
1569.81, 0.440978
1569.75, 0.441581
1569.69, 0.442185
1569.63, 0.442789
1569.56, 0.443393
1569.5, 0.443998
1569.44, 0.444603
1569.38, 0.445208
