

wavelength(nm), Y
1557.29, 0.493091
1557.23, 0.493054
1557.17, 0.493016
1557.11, 0.492978
1557.05, 0.49294
1556.99, 0.492903
1556.93, 0.492865
1556.87, 0.492827
1556.81, 0.492789
1556.75, 0.492752
1556.69, 0.492714
1556.63, 0.492676
1556.57, 0.492638
1556.51, 0.492601
1556.45, 0.492563
1556.39, 0.492525
1556.33, 0.492488
1556.27, 0.49245
1556.2, 0.492412
1556.14, 0.492374
1556.08, 0.492337
1556.02, 0.492299
1555.96, 0.492261
1555.9, 0.492224
1555.84, 0.492186
1555.78, 0.492148
1555.72, 0.49211
1555.66, 0.492073
1555.6, 0.492035
1555.54, 0.491997
1555.48, 0.49196
1555.42, 0.491922
1555.36, 0.491884
1555.3, 0.491847
1555.24, 0.491809
1555.18, 0.491771
1555.12, 0.491733
1555.06, 0.491696
1555, 0.491658
1554.94, 0.49162
1554.88, 0.491583
1554.81, 0.491545
1554.75, 0.491507
1554.69, 0.49147
1554.63, 0.491432
1554.57, 0.491394
1554.51, 0.491357
1554.45, 0.491319
1554.39, 0.491281
1554.33, 0.491244
1554.27, 0.491206
1554.21, 0.491168
1554.15, 0.491131
1554.09, 0.491093
1554.03, 0.491055
1553.97, 0.491018
1553.91, 0.49098
1553.85, 0.490942
1553.79, 0.490905
1553.73, 0.490867
1553.67, 0.490829
1553.61, 0.490792
1553.55, 0.490754
1553.49, 0.490716
1553.43, 0.490679
1553.37, 0.490641
1553.31, 0.490603
1553.25, 0.490566
1553.19, 0.490528
1553.13, 0.49049
1553.07, 0.490453
1553.01, 0.490415
1552.95, 0.490377
1552.89, 0.49034
1552.83, 0.490302
1552.76, 0.490265
1552.7, 0.490227
1552.64, 0.490189
1552.58, 0.490152
1552.52, 0.490114
1552.46, 0.490076
1552.4, 0.490039
1552.34, 0.490001
1552.28, 0.489964
1552.22, 0.489926
1552.16, 0.489888
1552.1, 0.489851
1552.04, 0.489813
1551.98, 0.489775
1551.92, 0.489738
1551.86, 0.4897
1551.8, 0.489663
1551.74, 0.489625
1551.68, 0.489587
1551.62, 0.48955
1551.56, 0.489512
1551.5, 0.489475
1551.44, 0.489437
1551.38, 0.489399
1551.32, 0.489362
1551.26, 0.489324
1551.2, 0.489287
1551.14, 0.489249
1551.08, 0.489211
1551.02, 0.489174
1550.96, 0.489136
1550.9, 0.489099
1550.84, 0.489061
1550.78, 0.489024
1550.72, 0.488986
1550.66, 0.488948
1550.6, 0.488911
1550.54, 0.488873
1550.48, 0.488836
1550.42, 0.488798
1550.36, 0.48876
1550.3, 0.488723
1550.24, 0.488685
1550.18, 0.488648
1550.12, 0.48861
1550.06, 0.488573
1550, 0.488535
1549.94, 0.488497
1549.88, 0.48846
1549.82, 0.488422
1549.76, 0.488385
1549.7, 0.488347
1549.64, 0.48831
1549.58, 0.488272
1549.52, 0.488235
1549.46, 0.488197
1549.4, 0.488159
1549.34, 0.488122
1549.28, 0.488084
1549.22, 0.488047
1549.16, 0.488009
1549.1, 0.487972
1549.04, 0.487934
1548.98, 0.487897
1548.92, 0.487859
1548.86, 0.487822
1548.8, 0.487784
1548.74, 0.487746
1548.68, 0.487709
1548.62, 0.487671
1548.56, 0.487634
1548.5, 0.487706
1548.44, 0.487831
1548.38, 0.487961
1548.32, 0.488135
1548.26, 0.48831
1548.2, 0.488399
1548.14, 0.488404
1548.08, 0.488408
1548.02, 0.488413
1547.96, 0.488417
1547.9, 0.488422
1547.84, 0.488426
1547.78, 0.488431
1547.72, 0.488436
1547.66, 0.48844
1547.6, 0.488445
1547.54, 0.488449
1547.48, 0.488454
1547.42, 0.488458
1547.36, 0.488463
1547.3, 0.488468
1547.24, 0.488472
1547.19, 0.488477
1547.13, 0.488481
1547.07, 0.488486
1547.01, 0.488491
1546.95, 0.488495
1546.89, 0.4885
1546.83, 0.488504
1546.77, 0.488509
1546.71, 0.488513
1546.65, 0.488518
1546.59, 0.488523
1546.53, 0.488527
1546.47, 0.488532
1546.41, 0.488536
1546.35, 0.488541
1546.29, 0.488545
1546.23, 0.48855
1546.17, 0.488555
1546.11, 0.488559
1546.05, 0.488564
1545.99, 0.488568
1545.93, 0.488573
1545.87, 0.488577
1545.81, 0.488582
1545.75, 0.488587
1545.69, 0.488591
1545.63, 0.488596
1545.57, 0.4886
1545.51, 0.488605
1545.45, 0.48861
1545.39, 0.488614
1545.33, 0.488619
1545.27, 0.488623
1545.21, 0.488628
1545.16, 0.488632
1545.1, 0.488637
1545.04, 0.488642
1544.98, 0.488646
1544.92, 0.488651
1544.86, 0.488655
1544.8, 0.48866
1544.74, 0.488664
1544.68, 0.488669
1544.62, 0.488674
1544.56, 0.488678
1544.5, 0.488683
1544.44, 0.488687
1544.38, 0.488692
1544.32, 0.488697
1544.26, 0.488701
1544.2, 0.488706
1544.14, 0.48871
1544.08, 0.488715
1544.02, 0.488719
1543.96, 0.488724
1543.9, 0.488729
1543.84, 0.488733
1543.79, 0.488738
1543.73, 0.488742
1543.67, 0.488747
1543.61, 0.488751
1543.55, 0.488756
1543.49, 0.488761
1543.43, 0.488765
1543.37, 0.488734
1543.31, 0.488686
1543.25, 0.488638
1543.19, 0.48859
1543.13, 0.488542
1543.07, 0.488494
1543.01, 0.488446
1542.95, 0.488397
1542.89, 0.488349
1542.83, 0.488301
1542.77, 0.488253
1542.71, 0.488205
1542.65, 0.488157
1542.6, 0.488109
1542.54, 0.48806
1542.48, 0.488012
1542.42, 0.487964
1542.36, 0.487916
1542.3, 0.487868
1542.24, 0.48782
1542.18, 0.487772
1542.12, 0.487724
1542.06, 0.487676
1542, 0.487627
1541.94, 0.487579
1541.88, 0.487531
1541.82, 0.487483
1541.76, 0.487435
1541.7, 0.487387
1541.65, 0.487339
1541.59, 0.487291
1541.53, 0.487243
1541.47, 0.487195
1541.41, 0.487147
1541.35, 0.487098
1541.29, 0.48705
1541.23, 0.487002
1541.17, 0.486954
1541.11, 0.486906
1541.05, 0.486858
1540.99, 0.48681
1540.93, 0.486762
1540.87, 0.486714
1540.81, 0.486666
1540.76, 0.486618
1540.7, 0.48657
1540.64, 0.486522
1540.58, 0.486474
1540.52, 0.486426
1540.46, 0.486378
1540.4, 0.48633
1540.34, 0.486282
1540.28, 0.486233
1540.22, 0.486185
1540.16, 0.486137
1540.1, 0.486089
1540.04, 0.486041
1539.99, 0.485993
1539.93, 0.485945
1539.87, 0.485897
1539.81, 0.485849
1539.75, 0.485801
1539.69, 0.485753
1539.63, 0.485705
1539.57, 0.485657
1539.51, 0.485609
1539.45, 0.485561
1539.39, 0.485513
1539.33, 0.485465
1539.27, 0.485417
1539.22, 0.485369
1539.16, 0.485321
1539.1, 0.485273
1539.04, 0.485225
1538.98, 0.485177
1538.92, 0.485129
1538.86, 0.485081
1538.8, 0.485033
1538.74, 0.484985
1538.68, 0.484937
1538.62, 0.484889
1538.56, 0.484841
1538.51, 0.484794
1538.45, 0.48472
1538.39, 0.48457
1538.33, 0.484419
1538.27, 0.484269
1538.21, 0.484118
1538.15, 0.483968
1538.09, 0.483818
1538.03, 0.483667
1537.97, 0.483517
1537.91, 0.483367
1537.86, 0.483217
1537.8, 0.483066
1537.74, 0.482916
1537.68, 0.482766
1537.62, 0.482616
1537.56, 0.482466
1537.5, 0.482316
1537.44, 0.482166
1537.38, 0.482016
1537.32, 0.481866
1537.27, 0.481716
1537.21, 0.481566
1537.15, 0.481416
1537.09, 0.481266
1537.03, 0.481116
1536.97, 0.480966
1536.91, 0.480816
1536.85, 0.480666
1536.79, 0.480517
1536.73, 0.480367
1536.68, 0.480217
1536.62, 0.480067
1536.56, 0.479918
1536.5, 0.479768
1536.44, 0.479618
1536.38, 0.479469
1536.32, 0.479319
1536.26, 0.479169
1536.2, 0.47902
1536.14, 0.47887
1536.09, 0.478721
1536.03, 0.478571
1535.97, 0.478422
1535.91, 0.478272
1535.85, 0.478123
1535.79, 0.477974
1535.73, 0.477824
1535.67, 0.477675
1535.61, 0.477525
1535.56, 0.477376
1535.5, 0.477227
1535.44, 0.477078
1535.38, 0.476928
1535.32, 0.476779
1535.26, 0.47663
1535.2, 0.476481
1535.14, 0.476332
1535.08, 0.476183
1535.03, 0.476033
1534.97, 0.475884
1534.91, 0.475735
1534.85, 0.475586
1534.79, 0.475437
1534.73, 0.475288
1534.67, 0.475139
1534.61, 0.47499
1534.56, 0.474841
1534.5, 0.474693
1534.44, 0.474544
1534.38, 0.474395
1534.32, 0.474246
1534.26, 0.474097
1534.2, 0.473948
1534.14, 0.4738
1534.09, 0.473651
1534.03, 0.473502
1533.97, 0.473354
1533.91, 0.473205
1533.85, 0.473056
1533.79, 0.472908
1533.73, 0.472759
1533.67, 0.472611
1533.62, 0.472462
1533.56, 0.472313
1533.5, 0.472171
1533.44, 0.47203
1533.38, 0.471889
1533.32, 0.471749
1533.26, 0.471608
1533.2, 0.471467
1533.15, 0.471326
1533.09, 0.471185
1533.03, 0.471044
1532.97, 0.470904
1532.91, 0.470763
1532.85, 0.470622
1532.79, 0.470482
1532.73, 0.470341
1532.68, 0.4702
1532.62, 0.47006
1532.56, 0.469919
1532.5, 0.469778
1532.44, 0.469638
1532.38, 0.469497
1532.32, 0.469357
1532.27, 0.469216
1532.21, 0.469076
1532.15, 0.468935
1532.09, 0.468795
1532.03, 0.468655
1531.97, 0.468514
1531.91, 0.468374
1531.85, 0.468233
1531.8, 0.468093
1531.74, 0.467953
1531.68, 0.467813
1531.62, 0.467672
1531.56, 0.467532
1531.5, 0.467392
1531.44, 0.467252
1531.39, 0.467111
1531.33, 0.466971
1531.27, 0.466831
1531.21, 0.466691
1531.15, 0.466551
1531.09, 0.466411
1531.03, 0.466271
1530.98, 0.466131
1530.92, 0.465991
1530.86, 0.465851
1530.8, 0.465711
1530.74, 0.465571
1530.68, 0.465431
1530.63, 0.465291
1530.57, 0.465151
1530.51, 0.465011
1530.45, 0.464871
1530.39, 0.464732
1530.33, 0.464592
1530.27, 0.464452
1530.22, 0.464312
1530.16, 0.464172
1530.1, 0.464033
1530.04, 0.463893
1529.98, 0.463753
1529.92, 0.463614
1529.87, 0.463474
1529.81, 0.463334
1529.75, 0.463195
1529.69, 0.463055
1529.63, 0.462916
1529.57, 0.462776
1529.51, 0.462637
1529.46, 0.462497
1529.4, 0.462358
1529.34, 0.462218
1529.28, 0.462079
1529.22, 0.461939
1529.16, 0.4618
1529.11, 0.461661
1529.05, 0.461521
1528.99, 0.461382
1528.93, 0.461243
1528.87, 0.461103
1528.81, 0.460964
1528.76, 0.460825
1528.7, 0.460686
1528.64, 0.460578
1528.58, 0.460516
1528.52, 0.460454
1528.46, 0.460391
1528.41, 0.460329
1528.35, 0.460267
1528.29, 0.460205
1528.23, 0.460143
1528.17, 0.46008
1528.11, 0.460018
1528.06, 0.459956
1528, 0.459894
1527.94, 0.459832
1527.88, 0.459769
1527.82, 0.459707
1527.76, 0.459645
1527.71, 0.459583
1527.65, 0.459521
1527.59, 0.459458
1527.53, 0.459396
1527.47, 0.459334
1527.41, 0.459272
1527.36, 0.45921
1527.3, 0.459148
1527.24, 0.459086
1527.18, 0.459023
1527.12, 0.458961
1527.06, 0.458899
1527.01, 0.458837
1526.95, 0.458775
1526.89, 0.458713
1526.83, 0.458651
1526.77, 0.458589
1526.72, 0.458527
1526.66, 0.458464
1526.6, 0.458402
1526.54, 0.45834
1526.48, 0.458278
1526.42, 0.458216
1526.37, 0.458154
1526.31, 0.458092
1526.25, 0.45803
1526.19, 0.457968
1526.13, 0.457906
1526.08, 0.457844
1526.02, 0.457782
1525.96, 0.45772
1525.9, 0.457658
1525.84, 0.457595
1525.78, 0.457533
1525.73, 0.457471
1525.67, 0.457409
1525.61, 0.457347
1525.55, 0.457285
1525.49, 0.457223
1525.44, 0.457161
1525.38, 0.457099
1525.32, 0.457037
1525.26, 0.456975
1525.2, 0.456913
1525.15, 0.456851
1525.09, 0.456789
1525.03, 0.456727
1524.97, 0.456665
1524.91, 0.456603
1524.85, 0.456541
1524.8, 0.456479
1524.74, 0.456418
1524.68, 0.456356
1524.62, 0.456294
1524.56, 0.456232
1524.51, 0.45617
1524.45, 0.456108
1524.39, 0.456046
1524.33, 0.455984
1524.27, 0.455922
1524.22, 0.45586
1524.16, 0.455798
1524.1, 0.455736
1524.04, 0.455674
1523.98, 0.455612
1523.93, 0.455551
1523.87, 0.455489
1523.81, 0.455427
1523.75, 0.455337
1523.69, 0.455247
1523.64, 0.455157
1523.58, 0.455066
1523.52, 0.454976
1523.46, 0.454886
1523.4, 0.454796
1523.35, 0.454706
1523.29, 0.454616
1523.23, 0.454526
1523.17, 0.454436
1523.11, 0.454345
1523.06, 0.454255
1523, 0.454165
1522.94, 0.454075
1522.88, 0.453985
1522.82, 0.453895
1522.77, 0.453805
1522.71, 0.453715
1522.65, 0.453625
1522.59, 0.453535
1522.54, 0.453445
1522.48, 0.453355
1522.42, 0.453265
1522.36, 0.453175
1522.3, 0.453085
1522.25, 0.452995
1522.19, 0.452905
1522.13, 0.452815
1522.07, 0.452725
1522.01, 0.452636
1521.96, 0.452546
1521.9, 0.452456
1521.84, 0.452366
1521.78, 0.452276
1521.73, 0.452186
1521.67, 0.452096
1521.61, 0.452006
1521.55, 0.451917
1521.49, 0.451827
1521.44, 0.451737
1521.38, 0.451647
1521.32, 0.451557
1521.26, 0.451467
1521.21, 0.451378
1521.15, 0.451288
1521.09, 0.451198
1521.03, 0.451108
1520.97, 0.451019
1520.92, 0.450929
1520.86, 0.450839
1520.8, 0.450749
1520.74, 0.45066
1520.69, 0.45057
1520.63, 0.45048


